"File"	"OffsetHex"	"OffsetDec"	"LastChangedHex"	"ChangedSpan"	"SourceText"	"BuildText"	"SourceHex"	"BuildHex"
"BTL.BIN"	"0x1E5900"	"1988864"	"0x1E5973"	"116"	"るべし\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r術|じゅつ>の<r競|せ>り<r合|あ>いにて<r勝利|しょうり>すべし\\0\\0\\0\\0<r敵|てき>に<r残影|ざんえい>をもって<r挑|いど>むべし\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0コン"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Win the jutsu clash\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Challenge with Afterimage\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Comb"	"3C 72 8F 70 7C 82 B6 82 E3 82 C2 3E 82 CC 3C 72 8B A3 7C 82 B9 3E 82 E8 3C 72 8D 87 7C 82 A0 3E"	"57 69 6E 20 74 68 65 20 6A 75 74 73 75 20 63 6C 61 73 68 00 00 00 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E5980"	"1988992"	"0x1E59C7"	"72"	"べし\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0コンボ<r数|すう>%sHitボーナス\\0\\0\\0<r所持|しょじ>アイテム%s<r個|こ>ボーナス\\0\\0\\0\\0\\0\\0\\0\\0<r背景破"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Combo %sHit Bonus\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Held Item %s Bonus\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Stage De"	"83 52 83 93 83 7B 3C 72 90 94 7C 82 B7 82 A4 3E 25 73 48 69 74 83 7B 81 5B 83 69 83 58 00 00 00"	"43 6F 6D 62 6F 20 25 73 48 69 74 20 42 6F 6E 75 73 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E59D0"	"1989072"	"0x1E59F1"	"34"	"ボーナス\\0\\0\\0\\0\\0\\0\\0\\0<r背景破壊|はいけいはかい>ボーナス\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Stage Destruction Bonus\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Af"	"3C 72 94 77 8C 69 94 6A 89 F3 7C 82 CD 82 A2 82 AF 82 A2 82 CD 82 A9 82 A2 3E 83 7B 81 5B 83 69"	"53 74 61 67 65 20 44 65 73 74 72 75 63 74 69 6F 6E 20 42 6F 6E 75 73 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E5A00"	"1989120"	"0x1E5A23"	"36"	"ス\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r残影勝利|ざんえいしょうり>ボーナス\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r奥"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Afterimage Win Bonus\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Ulti"	"3C 72 8E 63 89 65 8F 9F 97 98 7C 82 B4 82 F1 82 A6 82 A2 82 B5 82 E5 82 A4 82 E8 3E 83 7B 81 5B"	"41 66 74 65 72 69 6D 61 67 65 20 57 69 6E 20 42 6F 6E 75 73 00 00 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E5A30"	"1989168"	"0x1E5A45"	"22"	"ナス\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r奥義|おうぎ>ボーナス\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r敵|・"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Ultimate Bonus\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Defeat"	"3C 72 89 9C 8B 60 7C 82 A8 82 A4 82 AC 3E 83 7B 81 5B 83 69 83 58"	"55 6C 74 69 6D 61 74 65 20 42 6F 6E 75 73 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E5A50"	"1989200"	"0x1E5A83"	"52"	"ーナス\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r敵|てき>%sカウント<r以内撃破|いないげきは>ボーナス\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r体"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Defeat Enemy in %s Count Bonus\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0100%"	"3C 72 93 47 7C 82 C4 82 AB 3E 25 73 83 4A 83 45 83 93 83 67 3C 72 88 C8 93 E0 8C 82 94 6A 7C 82"	"44 65 66 65 61 74 20 45 6E 65 6D 79 20 69 6E 20 25 73 20 43 6F 75 6E 74 20 42 6F 6E 75 73 00 00"
"BTL.BIN"	"0x1E5A90"	"1989264"	"0x1E5AB1"	"34"	"ナス\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r体力|たいりょく>１００％ボーナス\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0キ"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0100% Health Bonus\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Ch"	"3C 72 91 CC 97 CD 7C 82 BD 82 A2 82 E8 82 E5 82 AD 3E 82 50 82 4F 82 4F 81 93 83 7B 81 5B 83 69"	"31 30 30 25 20 48 65 61 6C 74 68 20 42 6F 6E 75 73 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E5AC0"	"1989312"	"0x1E5B24"	"101"	"ス\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0キャラクター<r組|く>み<r合|あ>わせボーナス\\0\\0\\0\\0\\0\\0<r特殊連係攻撃|とくしゅれんけいこうげき>%sHitボーナス\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r連・"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Character Pair Bonus\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Special Team Attack %sHit Bonus\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Team"	"83 4C 83 83 83 89 83 4E 83 5E 81 5B 3C 72 91 67 7C 82 AD 3E 82 DD 3C 72 8D 87 7C 82 A0 3E 82 ED"	"43 68 61 72 61 63 74 65 72 20 50 61 69 72 20 42 6F 6E 75 73 00 00 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E5B30"	"1989424"	"0x1E5B86"	"87"	"[ナス\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r連係忍術|れんけいにんじゅつ>%sHitボーナス\\0\\0\\0\\0\\0<r連係奥義|れんけいおうぎ>%sHitボーナス\\0\\0\\0\\0\\0\\0\\0\\0\\0.L`\\0ｨL`"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Team Ninjutsu %sHit Bonus\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Team Ultimate %sHit Bonus\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0.L`\\0ｨL`"	"3C 72 98 41 8C 57 94 45 8F 70 7C 82 EA 82 F1 82 AF 82 A2 82 C9 82 F1 82 B6 82 E3 82 C2 3E 25 73"	"54 65 61 6D 20 4E 69 6E 6A 75 74 73 75 20 25 73 48 69 74 20 42 6F 6E 75 73 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E5BA0"	"1989536"	"0x1E5BC7"	"40"	".L`\\0ｨL`\\0ｰL`\\0ｸL`\\0<r回|かい>\\0\\0\\0\\0\\0\\0<r発|はつ>\\0\\0\\0\\0\\0\\0カウント\\0\\0\\0\\0\\0\\0\\0\\0<r個|こ>"	".L`\\0ｨL`\\0ｰL`\\0ｸL`\\0times\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0shots\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Count\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0pcs\\0\\0\\0\\0\\0"	"3C 72 89 F1 7C 82 A9 82 A2 3E 00 00 00 00 00 00 3C 72 94 AD 7C 82 CD 82 C2 3E 00 00 00 00 00 00"	"74 69 6D 65 73 00 00 00 00 00 00 00 00 00 00 00 73 68 6F 74 73 00 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x1E5BD0"	"1989584"	"0x1E5BD7"	"8"	"カウント\\0\\0\\0\\0\\0\\0\\0\\0<r個|こ>\\0\\0\\0\\0\\0\\0\\0\\0ｼL`\\0.嚔\\0"	"Count\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0pcs\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0ｼL`\\0.嚔\\0"	"3C 72 8C C2 7C 82 B1 3E"	"70 63 73 00 00 00 00 00"
"BTL.BIN"	"0x1FA598"	"2074008"	"0x1FA5A4"	"13"	"1%scutin.ccs\\0\\0\\0\\0忍術生成失敗.\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0.?\\0"	"1%scutin.ccs\\0\\0\\0\\0Jutsu fail\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0.?\\0"	"94 45 8F 70 90 B6 90 AC 8E B8 94 73 0A"	"4A 75 74 73 75 20 66 61 69 6C 00 00 00"
"BTL.BIN"	"0x203090"	"2109584"	"0x2030A3"	"20"	"OBJ_dummy02\\0\\0\\0\\0\\0赤丸スライドアタック\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0ダイ"	"OBJ_dummy02\\0\\0\\0\\0\\0Akamaru Slide Attack\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Dyna"	"90 D4 8A DB 83 58 83 89 83 43 83 68 83 41 83 5E 83 62 83 4E"	"41 6B 61 6D 61 72 75 20 53 6C 69 64 65 20 41 74 74 61 63 6B"
"BTL.BIN"	"0x2030B0"	"2109616"	"0x2030C5"	"22"	"ック\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0ダイナミックマーキング\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0ブタ体"	"tack\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Dynamic Marking\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Pig Ta"	"83 5F 83 43 83 69 83 7E 83 62 83 4E 83 7D 81 5B 83 4C 83 93 83 4F"	"44 79 6E 61 6D 69 63 20 4D 61 72 6B 69 6E 67 00 00 00 00 00 00 00"
"BTL.BIN"	"0x2030D0"	"2109648"	"0x2030E7"	"24"	"キング\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0ブタ体当たりフィニッシュ\\0\\0\\0\\0\\0\\0\\0\\0イタチ"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Pig Tackle Finish\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Itachi C"	"83 75 83 5E 91 CC 93 96 82 BD 82 E8 83 74 83 42 83 6A 83 62 83 56 83 85"	"50 69 67 20 54 61 63 6B 6C 65 20 46 69 6E 69 73 68 00 00 00 00 00 00 00"
"BTL.BIN"	"0x2030F0"	"2109680"	"0x203101"	"18"	"ニッシュ\\0\\0\\0\\0\\0\\0\\0\\0イタチ　影分身　砕\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0忍"	"h\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Itachi Clone Crush\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Ni"	"83 43 83 5E 83 60 81 40 89 65 95 AA 90 67 81 40 8D D3"	"49 74 61 63 68 69 20 43 6C 6F 6E 65 20 43 72 75 73 68"
"BTL.BIN"	"0x203110"	"2109712"	"0x203121"	"18"	"砕\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0忍犬　フィニッシュ\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0忍"	"sh\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Ninken Finish\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Ni"	"94 45 8C A2 81 40 83 74 83 42 83 6A 83 62 83 56 83 85"	"4E 69 6E 6B 65 6E 20 46 69 6E 69 73 68 00 00 00 00 00"
"BTL.BIN"	"0x203130"	"2109744"	"0x203146"	"23"	"ュ\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0忍犬.フィニッシュブロー\\0\\0\\0\\0\\0\\0\\0\\0\\0鬼鮫ス・"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Ninken Finish Blow\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Water S"	"94 45 8C A2 09 83 74 83 42 83 6A 83 62 83 56 83 85 83 75 83 8D 81 5B"	"4E 69 6E 6B 65 6E 20 46 69 6E 69 73 68 20 42 6C 6F 77 00 00 00 00 00"
"BTL.BIN"	"0x203150"	"2109776"	"0x20315F"	"16"	"・uロー\\0\\0\\0\\0\\0\\0\\0\\0\\0鬼鮫スイコウダン\\0\\0\\0\\0\\0\\0\\0\\02kswcha1"	"ow\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Water Shark\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\02kswcha1"	"8B 53 8E 4C 83 58 83 43 83 52 83 45 83 5F 83 93"	"57 61 74 65 72 20 53 68 61 72 6B 00 00 00 00 00"
"BTL.BIN"	"0x208A30"	"2132528"	"0x208A97"	"104"	"ﾐ.・\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r操作設定|そうさせってい>\\0\\0\\0\\0\\0\\0<r基本操作|きほんそうさ>コマンド<r表|ひょう>\\0\\0\\0\\0１Ｐコマンド<r表|ひょう>\\0\\0\\0\\0\\0\\0\\0\\0２Ｐコマ"	"ﾐ.・\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Control Settings\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Basic Commands\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\01P Commands\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\02P Comma"	"3C 72 91 80 8D EC 90 DD 92 E8 7C 82 BB 82 A4 82 B3 82 B9 82 C1 82 C4 82 A2 3E 00 00 00 00 00 00"	"43 6F 6E 74 72 6F 6C 20 53 65 74 74 69 6E 67 73 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x208AA0"	"2132640"	"0x208AB7"	"24"	"|ひょう>\\0\\0\\0\\0\\0\\0\\0\\0２Ｐコマンド<r表|ひょう>\\0\\0\\0\\0\\0\\0\\0\\0１Ｐか２"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\02P Commands\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\01P/2P Co"	"82 51 82 6F 83 52 83 7D 83 93 83 68 3C 72 95 5C 7C 82 D0 82 E5 82 A4 3E"	"32 50 20 43 6F 6D 6D 61 6E 64 73 00 00 00 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x208AC0"	"2132672"	"0x208AE3"	"36"	"|ひょう>\\0\\0\\0\\0\\0\\0\\0\\0１Ｐか２Ｐのコマンド表（設定しろや）\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r練"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\01P/2P Commands\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Prac"	"82 50 82 6F 82 A9 82 51 82 6F 82 CC 83 52 83 7D 83 93 83 68 95 5C 81 69 90 DD 92 E8 82 B5 82 EB"	"31 50 2F 32 50 20 43 6F 6D 6D 61 6E 64 73 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x208AF0"	"2132720"	"0x208B37"	"72"	"や）\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r練習設定|れんしゅうせってい>\\0\\0かんたん<r表示|ひょうじ><r設定|せってい>\\0\\0\\0\\0\\0\\0\\0\\0アイテム"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Practice Settings\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Simple Display Settings\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Item Sto"	"3C 72 97 FB 8F 4B 90 DD 92 E8 7C 82 EA 82 F1 82 B5 82 E3 82 A4 82 B9 82 C1 82 C4 82 A2 3E 00 00"	"50 72 61 63 74 69 63 65 20 53 65 74 74 69 6E 67 73 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x208B40"	"2132800"	"0x208B4F"	"16"	"ｹってい>\\0\\0\\0\\0\\0\\0\\0\\0アイテムストック\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Item Stock\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0"	"83 41 83 43 83 65 83 80 83 58 83 67 83 62 83 4E"	"49 74 65 6D 20 53 74 6F 63 6B 00 00 00 00 00 00"
"BTL.BIN"	"0x208B60"	"2132832"	"0x208B81"	"34"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r任務|にんむ>の<r条件|じょうけん>\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0ク"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Mission Conditions\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Cl"	"3C 72 94 43 96 B1 7C 82 C9 82 F1 82 DE 3E 82 CC 3C 72 8F F0 8C 8F 7C 82 B6 82 E5 82 A4 82 AF 82"	"4D 69 73 73 69 6F 6E 20 43 6F 6E 64 69 74 69 6F 6E 73 00 00 00 00 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x208B90"	"2132880"	"0x208BA7"	"24"	"・\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0クリア<r条件|じょうけん>\\0\\0\\0\\0\\0\\0\\0\\0ゲームモ"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Clear Conditions\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Return t"	"83 4E 83 8A 83 41 3C 72 8F F0 8C 8F 7C 82 B6 82 E5 82 A4 82 AF 82 F1 3E"	"43 6C 65 61 72 20 43 6F 6E 64 69 74 69 6F 6E 73 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x208BB0"	"2132912"	"0x208C59"	"170"	"蛯､けん>\\0\\0\\0\\0\\0\\0\\0\\0ゲームモード<r選択|せんたく>に<r戻|もど>る\\0\\0\\0\\0\\0\\0キャラクター<r選択|せんたく>に<r戻|もど>る\\0\\0\\0\\0\\0\\0ヒーローモードに<r戻|もど>る\\0\\0\\0\\0<r対戦|たいせん>を<r終了|しゅうりょう>する\\0\\0\\0\\0\\0\\00ﾉ・Pﾉ・.ﾉ"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Return to Mode Select\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Return to Character Select\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Return to Hero Mode\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0End Versus\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\00ﾉ・Pﾉ・.ﾉ"	"83 51 81 5B 83 80 83 82 81 5B 83 68 3C 72 91 49 91 F0 7C 82 B9 82 F1 82 BD 82 AD 3E 82 C9 3C 72"	"52 65 74 75 72 6E 20 74 6F 20 4D 6F 64 65 20 53 65 6C 65 63 74 00 00 00 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x208CA8"	"2133160"	"0x208CB1"	"10"	"0ﾋ・ﾈY`\\0\\0\\0\\0\\0\\0\\0\\0\\0キャンセル\\0\\0\\0\\0\\0\\0<iconCANCE"	"0ﾋ・ﾈY`\\0\\0\\0\\0\\0\\0\\0\\0\\0Cancel\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<iconCANCE"	"83 4C 83 83 83 93 83 5A 83 8B"	"43 61 6E 63 65 6C 00 00 00 00"
"BTL.BIN"	"0x208CF0"	"2133232"	"0x208CFF"	"16"	"澪`\\0鏈`\\0.`\\0.`\\0<r対戦|たいせん>\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0"	"澪`\\0鏈`\\0.`\\0.`\\0Versus: \\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0"	"3C 72 91 CE 90 ED 7C 82 BD 82 A2 82 B9 82 F1 3E"	"56 65 72 73 75 73 3A 20 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x208D10"	"2133264"	"0x208D21"	"18"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0<r練習|れんしゅう>\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0を"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Practice: \\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0En"	"3C 72 97 FB 8F 4B 7C 82 EA 82 F1 82 B5 82 E3 82 A4 3E"	"50 72 61 63 74 69 63 65 3A 20 00 00 00 00 00 00 00 00"
"BTL.BIN"	"0x208D30"	"2133296"	"0x208D76"	"71"	"､>\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0を<r終了|しゅうりょう>しますが、よろしいですか？.<iconCANCEL>キャンセル\\0\\0\\0\\0\\0\\0\\0\\0\\0を<r終・"	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0End this mode?.<iconCANCEL>Cancel\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0End and"	"82 F0 3C 72 8F 49 97 B9 7C 82 B5 82 E3 82 A4 82 E8 82 E5 82 A4 3E 82 B5 82 DC 82 B7 82 AA 81 41"	"45 6E 64 20 74 68 69 73 20 6D 6F 64 65 3F 0A 3C 69 63 6F 6E 43 41 4E 43 45 4C 3E 43 61 6E 63 65"
"BTL.BIN"	"0x208D80"	"2133376"	"0x208E34"	"181"	"ャ塔Zル\\0\\0\\0\\0\\0\\0\\0\\0\\0を<r終了|しゅうりょう>して\\0\\0\\0\\0\\0\\0キャラクター<r選択|せんたく>\\0\\0\\0\\0ゲームモード<r選択|せんたく>\\0\\0\\0\\0ヒーローモード\\0\\0に<r戻|もど>りますが、.よろしいですか？　　　　<iconCANCEL>キャンセル\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0.・."	"\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0End and go to \\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Character Select. \\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Mode Select. \\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0Hero Mode\\0\\0\\0\\0\\0\\0\\0OK?.<iconCANCEL>Cancel\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0\\0.・."	"82 F0 3C 72 8F 49 97 B9 7C 82 B5 82 E3 82 A4 82 E8 82 E5 82 A4 3E 82 B5 82 C4 00 00 00 00 00 00"	"45 6E 64 20 61 6E 64 20 67 6F 20 74 6F 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00"
