"File"	"OffsetHex"	"OffsetDec"	"CapacityBytes"	"SourceOffsetHex"	"SourceBytes"	"BuildBytes"	"SourceText"	"BuildText"
"BTL.BIN"	"0x1E5B30"	"1989424"	"25"	"0x1E5B30"	"43"	"25"	"<r連係忍術|れんけいにんじゅつ>%sHitボーナス"	"Team Ninjutsu %sHit Bonus"
"BTL.BIN"	"0x1E5B60"	"1989472"	"25"	"0x1E5B60"	"39"	"25"	"<r連係奥義|れんけいおうぎ>%sHitボーナス"	"Team Ultimate %sHit Bonus"
"BTL.BIN"	"0x1E5BA0"	"1989536"	"5"	"0x1E5BA0"	"10"	"5"	"<r回|かい>"	"times"
"BTL.BIN"	"0x1E5BB0"	"1989552"	"5"	"0x1E5BB0"	"10"	"5"	"<r発|はつ>"	"shots"
"BTL.BIN"	"0x1E5BC0"	"1989568"	"5"	"0x1E5BC0"	"8"	"5"	"カウント"	"Count"
"BTL.BIN"	"0x1E5BD0"	"1989584"	"3"	"0x1E5BD0"	"8"	"3"	"<r個|こ>"	"pcs"
"BTL.BIN"	"0x1FA598"	"2074008"	"10"	"0x1FA598"	"13"	"10"	"忍術生成失敗."	"Jutsu fail"
"BTL.BIN"	"0x203090"	"2109584"	"20"	"0x203090"	"20"	"20"	"赤丸スライドアタック"	"Akamaru Slide Attack"
"BTL.BIN"	"0x2030B0"	"2109616"	"15"	"0x2030B0"	"22"	"15"	"ダイナミックマーキング"	"Dynamic Marking"
"BTL.BIN"	"0x2030D0"	"2109648"	"17"	"0x2030D0"	"24"	"17"	"ブタ体当たりフィニッシュ"	"Pig Tackle Finish"
"BTL.BIN"	"0x2030F0"	"2109680"	"18"	"0x2030F0"	"18"	"18"	"イタチ　影分身　砕"	"Itachi Clone Crush"
"BTL.BIN"	"0x203110"	"2109712"	"13"	"0x203110"	"18"	"13"	"忍犬　フィニッシュ"	"Ninken Finish"
"BTL.BIN"	"0x203130"	"2109744"	"18"	"0x203130"	"23"	"18"	"忍犬.フィニッシュブロー"	"Ninken Finish Blow"
"BTL.BIN"	"0x203150"	"2109776"	"11"	"0x203150"	"16"	"11"	"鬼鮫スイコウダン"	"Water Shark"
"BTL.BIN"	"0x208A30"	"2132528"	"16"	"0x208A30"	"26"	"16"	"<r操作設定|そうさせってい>"	"Control Settings"
"BTL.BIN"	"0x208A50"	"2132560"	"14"	"0x208A50"	"44"	"14"	"<r基本操作|きほんそうさ>コマンド<r表|ひょう>"	"Basic Commands"
"BTL.BIN"	"0x208A80"	"2132608"	"11"	"0x208A80"	"24"	"11"	"１Ｐコマンド<r表|ひょう>"	"1P Commands"
"BTL.BIN"	"0x208AA0"	"2132640"	"11"	"0x208AA0"	"24"	"11"	"２Ｐコマンド<r表|ひょう>"	"2P Commands"
"BTL.BIN"	"0x208AC0"	"2132672"	"14"	"0x208AC0"	"36"	"14"	"１Ｐか２Ｐのコマンド表（設定しろや）"	"1P/2P Commands"
"BTL.BIN"	"0x208AF0"	"2132720"	"17"	"0x208AF0"	"30"	"17"	"<r練習設定|れんしゅうせってい>"	"Practice Settings"
"BTL.BIN"	"0x208B10"	"2132752"	"23"	"0x208B10"	"40"	"23"	"かんたん<r表示|ひょうじ><r設定|せってい>"	"Simple Display Settings"
"BTL.BIN"	"0x208B40"	"2132800"	"10"	"0x208B40"	"16"	"10"	"アイテムストック"	"Item Stock"
"BTL.BIN"	"0x208B60"	"2132832"	"18"	"0x208B60"	"34"	"18"	"<r任務|にんむ>の<r条件|じょうけん>"	"Mission Conditions"
"BTL.BIN"	"0x208B90"	"2132880"	"16"	"0x208B90"	"24"	"16"	"クリア<r条件|じょうけん>"	"Clear Conditions"
"BTL.BIN"	"0x208BB0"	"2132912"	"21"	"0x208BB0"	"42"	"21"	"ゲームモード<r選択|せんたく>に<r戻|もど>る"	"Return to Mode Select"
"BTL.BIN"	"0x208BE0"	"2132960"	"26"	"0x208BE0"	"42"	"26"	"キャラクター<r選択|せんたく>に<r戻|もど>る"	"Return to Character Select"
"BTL.BIN"	"0x208C10"	"2133008"	"19"	"0x208C10"	"28"	"19"	"ヒーローモードに<r戻|もど>る"	"Return to Hero Mode"
"BTL.BIN"	"0x208C30"	"2133040"	"10"	"0x208C30"	"42"	"10"	"<r対戦|たいせん>を<r終了|しゅうりょう>する"	"End Versus"
"BTL.BIN"	"0x208CA8"	"2133160"	"6"	"0x208CA8"	"10"	"6"	"キャンセル"	"Cancel"
"BTL.BIN"	"0x208CF0"	"2133232"	"8"	"0x208CF0"	"16"	"8"	"<r対戦|たいせん>"	"Versus:"
"BTL.BIN"	"0x208D10"	"2133264"	"10"	"0x208D10"	"18"	"10"	"<r練習|れんしゅう>"	"Practice:"
"BTL.BIN"	"0x208D30"	"2133296"	"33"	"0x208D30"	"71"	"33"	"を<r終了|しゅうりょう>しますが、よろしいですか？.<iconCANCEL>キャンセル"	"End this mode?.<iconCANCEL>Cancel"
"BTL.BIN"	"0x208D80"	"2133376"	"14"	"0x208D80"	"26"	"14"	"を<r終了|しゅうりょう>して"	"End and go to"
"BTL.BIN"	"0x208DA0"	"2133408"	"18"	"0x208DA0"	"28"	"18"	"キャラクター<r選択|せんたく>"	"Character Select."
"BTL.BIN"	"0x208DC0"	"2133440"	"13"	"0x208DC0"	"28"	"13"	"ゲームモード<r選択|せんたく>"	"Mode Select."
"BTL.BIN"	"0x208DE0"	"2133472"	"9"	"0x208DE0"	"14"	"9"	"ヒーローモード"	"Hero Mode"
"BTL.BIN"	"0x208DF0"	"2133488"	"22"	"0x208DF0"	"69"	"22"	"に<r戻|もど>りますが、.よろしいですか？　　　　<iconCANCEL>キャンセル"	"OK?.<iconCANCEL>Cancel"
"BTL.BIN"	"0x208E60"	"2133600"	"59"	"0x208E60"	"127"	"59"	"ナルティメットアクセル<r独特|どくとく>の<r操作|そうさ>を.<r分|わ>かりやすく<r表示|ひょうじ>する<r為|ため>の<r機能|きのう>です。"	"Shows Accel-specific controls in an easy-to-understand way."
"BTL.BIN"	"0x208EE0"	"2133728"	"9"	"0x208EE0"	"18"	"9"	"アイテム<r名|めい>"	"Item Name"
"BTL.BIN"	"0x208F00"	"2133760"	"5"	"0x208F00"	"20"	"5"	"<r所持数|しょじすう>"	"Owned"
"BTL.BIN"	"0x208F20"	"2133792"	"4"	"0x208F20"	"20"	"4"	"<r使用数|しようすう>"	"Used"
"BTL.BIN"	"0x208F40"	"2133824"	"12"	"0x208F40"	"28"	"12"	"<r空|あき>ストック<r数|すう>"	"Empty Stocks"
"BTL.BIN"	"0x208F70"	"2133872"	"9"	"0x208F70"	"36"	"9"	"チャクラゲージ<r壱以上|いちいじょう>"	"Chakra 1+"
"BTL.BIN"	"0x208FA0"	"2133920"	"9"	"0x208FA0"	"34"	"9"	"チャクラゲージ<r弐以上|にいじょう>"	"Chakra 2+"
"BTL.BIN"	"0x208FD0"	"2133968"	"8"	"0x208FD0"	"24"	"8"	"チャクラゲージ<r参|さん>"	"Chakra 3"
"BTL.BIN"	"0x208FF0"	"2134000"	"12"	"0x208FF0"	"26"	"12"	"<r地上|ちじょう><r投|な>げ"	"Ground Throw"
"BTL.BIN"	"0x209010"	"2134032"	"9"	"0x209010"	"28"	"9"	"<r空中|くうちゅう><r投|な>げ"	"Air Throw"
"BTL.BIN"	"0x209030"	"2134064"	"11"	"0x209030"	"22"	"11"	"ジャンプ<r中|ちゅう>に"	"During Jump"
"BTL.BIN"	"0x209050"	"2134096"	"11"	"0x209050"	"24"	"11"	"チャクラ<r消費|しょうひ>"	"Uses Chakra"
"BTL.BIN"	"0x209070"	"2134128"	"12"	"0x209070"	"24"	"12"	"<r当|あ>て<r身技|みわざ>"	"Counter Move"
"BTL.BIN"	"0x209090"	"2134160"	"9"	"0x209090"	"20"	"9"	"<r連打技|れんだわざ>"	"Mash Move"
"BTL.BIN"	"0x2090B0"	"2134192"	"11"	"0x2090B0"	"20"	"11"	"<r溜|た>め<r技|わざ>"	"Charge Move"
"BTL.BIN"	"0x2090D0"	"2134224"	"13"	"0x2090D0"	"38"	"13"	"<r空中|くうちゅう><r連打技|れんだわざ>"	"Air Mash Move"
"BTL.BIN"	"0x209100"	"2134272"	"15"	"0x209100"	"38"	"15"	"<r空中|くうちゅう><r溜|た>め<r技|わざ>"	"Air Charge Move"
"BTL.BIN"	"0x209130"	"2134320"	"21"	"0x209130"	"50"	"21"	"チャクラ<r消費|しょうひ>／<r当|あ>て<r身技|みわざ>"	"Uses Chakra / Counter"
"BTL.BIN"	"0x209170"	"2134384"	"20"	"0x209170"	"46"	"20"	"チャクラ<r消費|しょうひ>／<r溜|た>め<r技|わざ>"	"Uses Chakra / Charge"
"BTL.BIN"	"0x2091A0"	"2134432"	"18"	"0x2091A0"	"46"	"18"	"チャクラ<r消費|しょうひ>／<r連打技|れんだわざ>"	"Uses Chakra / Mash"
"BTL.BIN"	"0x2091D0"	"2134480"	"16"	"0x2091D0"	"34"	"16"	"<r溜|た>め<r技|わざ>　<r弱|じゃく>"	"Charge Move Weak"
"BTL.BIN"	"0x209200"	"2134528"	"18"	"0x209200"	"34"	"18"	"<r溜|た>め<r技|わざ>　<r強|きょう>"	"Charge Move Strong"
"BTL.BIN"	"0x209230"	"2134576"	"8"	"0x209230"	"24"	"8"	"／<r空中可|くうちゅうか>"	"/ Air OK"
"BTL.BIN"	"0x209250"	"2134608"	"17"	"0x209250"	"30"	"17"	"／<r通常奥義|つうじょうおうぎ>"	"/ Normal Ultimate"
"BTL.BIN"	"0x209270"	"2134640"	"19"	"0x209270"	"30"	"19"	"／<r逆転奥義|ぎゃくてんおうぎ>"	"/ Comeback Ultimate"
"BTL.BIN"	"0x209290"	"2134672"	"20"	"0x209290"	"28"	"20"	"／<r覚醒奥義|かくせいおうぎ>"	"/ Awakening Ultimate"
"BTL.BIN"	"0x2092B0"	"2134704"	"15"	"0x2092B0"	"28"	"15"	"／<r連係奥義|れんけいおうぎ>"	"/ Team Ultimate"
"BTL.BIN"	"0x209330"	"2134832"	"13"	"0x209330"	"24"	"13"	"（ジャンプ<r中|ちゅう>）"	"(During Jump)"
"BTL.BIN"	"0x209350"	"2134864"	"15"	"0x209350"	"32"	"15"	"（<r相手|あいて>の<r前|まえ>で）"	"(Near Opponent)"
"BTL.BIN"	"0x209380"	"2134912"	"14"	"0x209380"	"34"	"14"	"<r後側方向|うしろがわほうこう>キー"	"Back Direction"
"BTL.BIN"	"0x2093B0"	"2134960"	"22"	"0x2093B0"	"68"	"22"	"（<r相手|あいて>の<r攻撃|こうげき>の<r当|あ>たる<r瞬間|しゅんかん>）"	"(As enemy attack hits)"
"BTL.BIN"	"0x209400"	"2135040"	"23"	"0x209400"	"78"	"23"	"（<r投|な>げられた<r時|とき>、<r叩|たた>き<r付|つ>けられる<r瞬間|しゅんかん>）"	"(When thrown / slammed)"
"BTL.BIN"	"0x209450"	"2135120"	"27"	"0x209450"	"66"	"27"	"（<r吹|ふ>っ<r飛|と>ばした<r方向|ほうこう>の<r方向|ほうこう>キー）"	"(Direction enemy was blown)"
"BTL.BIN"	"0x2094A0"	"2135200"	"30"	"0x2094A0"	"88"	"30"	"（<r相手|あいて>の<r追|お>い<r討|う>ち<r攻撃|こうげき>が<r当|あ>たる<r瞬間|しゅんかん>）"	"(As enemy pursuit attack hits)"
"BTL.BIN"	"0x209500"	"2135296"	"14"	"0x209500"	"22"	"14"	"（しばらく<r押|お>す）"	"(Hold briefly)"
"BTL.BIN"	"0x209520"	"2135328"	"11"	"0x209520"	"22"	"11"	"（<r地上|ちじょう>で）"	"(On ground)"
"BTL.BIN"	"0x209540"	"2135360"	"35"	"0x209540"	"100"	"35"	"（<r高速移動|こうそくいどう>の<r相殺中|そうさいちゅう>や<r攻撃|こうげき>の<r相殺中|そうさいちゅう>）"	"(During high-speed or attack clash)"
"BTL.BIN"	"0x2095B0"	"2135472"	"48"	"0x2095B0"	"84"	"48"	"（マニュアル：<r出現後|しゅつげんご>もう<r一度|いちど><r押|お>すと<r攻撃|こうげき>）"	"(Manual: press again after it appears to attack)"
"BTL.BIN"	"0x209650"	"2135632"	"11"	"0x209650"	"28"	"11"	"<r連係攻撃|れんけいこうげき>"	"Team Attack"
"BTL.BIN"	"0x209670"	"2135664"	"11"	"0x209670"	"24"	"11"	"アイテム<r選択|せんたく>"	"Item Select"
"BTL.BIN"	"0x209690"	"2135696"	"8"	"0x209690"	"22"	"8"	"アイテム<r使用|しよう>"	"Use Item"
"BTL.BIN"	"0x2096A8"	"2135720"	"4"	"0x2096A8"	"8"	"4"	"ジャンプ"	"Jump"
"BTL.BIN"	"0x2096C0"	"2135744"	"11"	"0x2096C0"	"22"	"11"	"<r二段|にだん>ジャンプ"	"Double Jump"
"BTL.BIN"	"0x2096E0"	"2135776"	"15"	"0x2096E0"	"26"	"15"	"<r高速移動|こうそくいどう>"	"High-Speed Move"
"BTL.BIN"	"0x209700"	"2135808"	"8"	"0x209700"	"20"	"8"	"<r飛|と>び<r退|の>き"	"Backstep"
"BTL.BIN"	"0x209720"	"2135840"	"32"	"0x209720"	"62"	"32"	"<r変|か>わり<r身|み>の<r術|じゅつ>（チャクラ<r消費|しょうひ>）"	"Substitution Jutsu (uses chakra)"
"BTL.BIN"	"0x209760"	"2135904"	"5"	"0x209760"	"18"	"5"	"<r受|う>け<r身|み>"	"Ukemi"
"BTL.BIN"	"0x209780"	"2135936"	"7"	"0x209780"	"20"	"7"	"<r追|お>い<r討|う>ち"	"Pursuit"
"BTL.BIN"	"0x2097A0"	"2135968"	"15"	"0x2097A0"	"32"	"15"	"<r追|お>い<r討|う>ち<r返|がえ>し"	"Pursuit Counter"
"BTL.BIN"	"0x2097D0"	"2136016"	"13"	"0x2097D0"	"16"	"13"	"チャクラをためる"	"Charge Chakra"
"BTL.BIN"	"0x2097F0"	"2136048"	"5"	"0x2097F0"	"18"	"5"	"<r挑発|ちょうはつ>"	"Taunt"
"BTL.BIN"	"0x209810"	"2136080"	"14"	"0x209810"	"32"	"14"	"<r奥|おく>へ<r軸移動|じくいどう>"	"Axis Move Away"
"BTL.BIN"	"0x209840"	"2136128"	"14"	"0x209840"	"36"	"14"	"<r手前|てまえ>へ<r軸移動|じくいどう>"	"Axis Move Near"
"BTL.BIN"	"0x209870"	"2136176"	"11"	"0x209870"	"18"	"11"	"ガード<r崩|くず>し"	"Guard Break"
"BTL.BIN"	"0x209890"	"2136208"	"18"	"0x209890"	"32"	"18"	"<r残影追|ざんえいお>い<r討|う>ち"	"Afterimage Pursuit"
"BTL.BIN"	"0x209C80"	"2137216"	"4"	"0x209C80"	"8"	"4"	"やさしい"	"Easy"
"BTL.BIN"	"0x209C90"	"2137232"	"4"	"0x209C90"	"10"	"4"	"むずかしい"	"Hard"
"BTL.BIN"	"0x209CD0"	"2137296"	"3"	"0x209CD0"	"8"	"3"	"使用不可"	"Off"
"BTL.BIN"	"0x209CE0"	"2137312"	"6"	"0x209CE0"	"8"	"6"	"ランダム"	"Random"
"BTL.BIN"	"0x209CF0"	"2137328"	"7"	"0x209CF0"	"8"	"7"	"コマンド"	"Command"
"BTL.BIN"	"0x209D00"	"2137344"	"6"	"0x209D00"	"10"	"6"	"タイミング"	"Timing"
"BTL.BIN"	"0x209D28"	"2137384"	"5"	"0x209D28"	"8"	"5"	"ギリギリ"	"Close"
"BTL.BIN"	"0x209D48"	"2137416"	"6"	"0x209D48"	"10"	"6"	"マニュアル"	"Manual"
"BTL.BIN"	"0x209D58"	"2137432"	"4"	"0x209D58"	"8"	"4"	"ジャンプ"	"Jump"
"BTL.BIN"	"0x209D68"	"2137448"	"11"	"0x209D68"	"12"	"11"	"二段ジャンプ"	"Double Jump"
"BTL.BIN"	"0x209D98"	"2137496"	"5"	"0x209D98"	"8"	"5"	"飛び道具"	"Proj."
"BTL.BIN"	"0x209DA8"	"2137512"	"8"	"0x209DA8"	"8"	"8"	"高速移動"	"Hi-Speed"
"BTL.BIN"	"0x209DE0"	"2137568"	"4"	"0x209DE0"	"8"	"4"	"動かない"	"Idle"
"BTL.BIN"	"0x209DF0"	"2137584"	"6"	"0x209DF0"	"8"	"6"	"必ず返す"	"Always"
"BTL.BIN"	"0x209E00"	"2137600"	"10"	"0x209E00"	"10"	"10"	"使用しない"	"Do Not Use"
"BTL.BIN"	"0x209E20"	"2137632"	"42"	"0x209E20"	"100"	"42"	"「<r使用不可|しようふか>」は、<r奥義|おうぎ>が<r使|つか>えなくなるので<r注意|ちゅうい>してください。"	"If set to ""Off"", Ultimates cannot be used."
"BTL.BIN"	"0x209E90"	"2137744"	"55"	"0x209E90"	"106"	"55"	"「ランダム」にすると<r入力勝負|にゅうりょくしょうぶ>の<r方法|ほうほう>が<r毎回変化|まいかいへんか>します。"	"If set to ""Random"", the input battle changes each time."
"BTL.BIN"	"0x209F00"	"2137856"	"54"	"0x209F00"	"72"	"54"	"「コマンド」にするとボタンの<r入力勝負|にゅうりょくしょうぶ>になります。"	"If set to ""Command"", it becomes a button input battle."
"BTL.BIN"	"0x209F50"	"2137936"	"54"	"0x209F50"	"88"	"54"	"「タイミング」にするとボタンをタイミング<r良|よ>く<r押|お>す<r勝負|しょうぶ>になります。"	"If set to ""Timing"", press the button with good timing."
"BTL.BIN"	"0x209FB0"	"2138032"	"67"	"0x209FB0"	"128"	"67"	"「<r回転|かいてん>」にすると<r左|ひだり>スティック、もしくは<r右|みぎ>スティックの<r回転数勝負|かいてんすうしょうぶ>になります。"	"If set to ""Rotate"", it becomes a left/right stick rotation contest."
"BTL.BIN"	"0x20A040"	"2138176"	"54"	"0x20A040"	"72"	"54"	"「<r連打|れんだ>」にするとボタンの<r連打勝負|れんだしょうぶ>になります。"	"If set to ""Mash"", it becomes a button-mashing contest."
"BTL.BIN"	"0x20A0B0"	"2138288"	"59"	"0x20A0B0"	"108"	"59"	"「<r通常|つうじょう>」にすると<r一定時間|いっていじかん>で<r体力|たいりょく>が<r全回復|ぜんかいふく>します。"	"If set to ""Normal"", health fully recovers after a set time."
"BTL.BIN"	"0x20A120"	"2138400"	"62"	"0x20A120"	"120"	"62"	"「<r半分|はんぶん>」にすると<r一定時間|いっていじかん>で<r体力|たいりょく>が<r半分|はんぶん>まで<r回復|かいふく>します。"	"If set to ""Half"", health recovers up to half after a set time."
"BTL.BIN"	"0x20A1A0"	"2138528"	"57"	"0x20A1A0"	"92"	"57"	"「ギリギリ」にすると<r常|つね>に<r体力|たいりょく>がギリギリの<r状態|じょうたい>になります。"	"If set to ""Close"", health always stays barely above zero."
"BTL.BIN"	"0x20A210"	"2138640"	"4"	"0x20A210"	"8"	"4"	"対戦時間"	"Time"
"BTL.BIN"	"0x20A220"	"2138656"	"5"	"0x20A220"	"12"	"5"	"アイテム出現"	"Items"
"BTL.BIN"	"0x20A230"	"2138672"	"6"	"0x20A230"	"8"	"6"	"チャクラ"	"Chakra"
"BTL.BIN"	"0x20A240"	"2138688"	"8"	"0x20A240"	"16"	"8"	"ハンディキャップ"	"Handicap"
"BTL.BIN"	"0x20A280"	"2138752"	"39"	"0x20A280"	"92"	"39"	"<r方向|ほうこう>キー<r左右|さゆう>で<r対戦時間|たいせんじかん>の<r変更|へんこう>ができます。"	"Press Left/Right to change battle time."
"BTL.BIN"	"0x20A2E0"	"2138848"	"40"	"0x20A2E0"	"84"	"40"	"<r方向|ほうこう>キー<r左右|さゆう>でＣＯＭの<r強|つよ>さを<r変更|へんこう>できます。"	"Press Left/Right to change COM strength."
"BTL.BIN"	"0x20A340"	"2138944"	"97"	"0x20A340"	"226"	"97"	"<r方向|ほうこう>キー<r左右|さゆう>でアイテムの<r出現率|しゅつげんりつ>が<r変更|へんこう>できます。　　　　　<r多|おお>めにすると、いつもよりゲーム<r中|ちゅう>に<r出現|しゅつげん>するアイテムの<r数|かず>が<r多|おお>くなります。"	"Press Left/Right to change item spawn rate. Higher settings make more items appear during battle."
"BTL.BIN"	"0x20A430"	"2139184"	"89"	"0x20A430"	"158"	"89"	"<r方向|ほうこう>キー<r左右|さゆう>で<r忍術|にんじゅつ>などを<r使用|しよう>した<r時|とき>に、チャクラが<r減|へ>るか<r減|へ>らないかを<r設定|せってい>できます。"	"Press Left/Right to set whether chakra decreases when using Ninjutsu and similar actions."
"BTL.BIN"	"0x20A4D0"	"2139344"	"62"	"0x20A4D0"	"138"	"62"	"<r方向|ほうこう>キー<r左右|さゆう>で<r奥義|おうぎ>の<r入力勝負|にゅうりょくしょうぶ>の<r切|き>り<r替|か>えなどが<r設定|せってい>できます。"	"Press Left/Right to switch the Ultimate input battle settings."
"BTL.BIN"	"0x20A560"	"2139488"	"84"	"0x20A560"	"244"	"84"	"<r方向|ほうこう>キー<r左右|さゆう>でハンディキャップの<r設定|せってい>ができます。　　　　　<r赤|あか>いマークが<r多|おお>いほど、１Ｐが<r有利|ゆうり>。<r逆|ぎゃく>に<r青|あお>いマークが<r多|おお>いと２Ｐが<r有利|ゆうり>な<r設定|せってい>です。"	"Press Left/Right to set handicap. More red marks favor 1P; more blue marks favor 2P."
"BTL.BIN"	"0x20A680"	"2139776"	"36"	"0x20A680"	"62"	"36"	"<r対戦設定|たいせんせってい>をデフォルトに<r戻|もど>しました。"	"Battle settings restored to default."
"BTL.BIN"	"0x20A748"	"2139976"	"8"	"0x20A748"	"8"	"8"	"連係攻撃"	"Team Atk"
"BTL.BIN"	"0x20A758"	"2139992"	"9"	"0x20A758"	"10"	"9"	"連係モード"	"Team Mode"
"BTL.BIN"	"0x20A768"	"2140008"	"11"	"0x20A768"	"12"	"11"	"コマンド表示"	"Cmd Display"
"BTL.BIN"	"0x20A778"	"2140024"	"11"	"0x20A778"	"14"	"11"	"ダメージ量表示"	"Dmg Display"
"BTL.BIN"	"0x20A788"	"2140040"	"5"	"0x20A788"	"10"	"5"	"案内忍音声"	"Voice"
"BTL.BIN"	"0x20A798"	"2140056"	"12"	"0x20A798"	"12"	"12"	"変わり身の術"	"Substitution"
"BTL.BIN"	"0x20A7A8"	"2140072"	"11"	"0x20A7A8"	"12"	"11"	"追い討ち返し"	"Pursuit Ctr"
"BTL.BIN"	"0x20A810"	"2140176"	"44"	"0x20A810"	"124"	"44"	"<r方向|ほうこう>キー<r左右|さゆう>でプレイヤーの<r体力|たいりょく>の<r状態|じょうたい>を<r設定|せってい>することができます。"	"Press Left/Right to set player health state."
"BTL.BIN"	"0x20A890"	"2140304"	"49"	"0x20A890"	"102"	"49"	"<r方向|ほうこう>キー<r左右|さゆう>でチャクラが<r減|へ>るか<r減|へ>らないかを<r設定|せってい>できます。"	"Press Left/Right to set whether chakra decreases."
"BTL.BIN"	"0x20A900"	"2140416"	"49"	"0x20A900"	"132"	"49"	"<r方向|ほうこう>キー<r左右|さゆう>でプレイヤーの<r連係|れんけい>ゲージの<r溜|た>まり<r方|かた>を<r設定|せってい>することができます。"	"Press Left/Right to set how the team gauge fills."
"BTL.BIN"	"0x20A990"	"2140560"	"55"	"0x20A990"	"124"	"55"	"<r方向|ほうこう>キー<r左右|さゆう>で<r連係|れんけい>の<r発動|はつどう>の<r仕方|しかた>を<r設定|せってい>することができます。"	"Press Left/Right to set how team attacks are activated."
"BTL.BIN"	"0x20AA10"	"2140688"	"45"	"0x20AA10"	"102"	"45"	"<r方向|ほうこう>キー<r左右|さゆう>でアイテムの<r出現頻度|しゅつげんひんど>を<r設定|せってい>できます。"	"Press Left/Right to set item spawn frequency."
"BTL.BIN"	"0x20AA80"	"2140800"	"49"	"0x20AA80"	"110"	"49"	"<r方向|ほうこう>キー<r左右|さゆう>でコマンドの<r表示|ひょうじ>をするか、しないかの<r設定|せってい>ができます。"	"Press Left/Right to show or hide command display."
"BTL.BIN"	"0x20AAF0"	"2140912"	"62"	"0x20AAF0"	"152"	"62"	"<r方向|ほうこう>キー<r左右|さゆう>で<r相手|あいて>に<r対|たい>するダメージ<r量|りょう>の<r表示|ひょうじ>をするか、しないかの<r設定|せってい>ができます。"	"Press Left/Right to show or hide damage dealt to the opponent."
"BTL.BIN"	"0x20AB90"	"2141072"	"55"	"0x20AB90"	"136"	"55"	"<r方向|ほうこう>キー<r左右|さゆう>でプラクティス<r中|ちゅう>の<r案内忍音声|あんないにんおんせい>の<r設定|せってい>をすることができます。"	"Press Left/Right to set the practice guide ninja voice."
"BTL.BIN"	"0x20AC20"	"2141216"	"42"	"0x20AC20"	"108"	"42"	"<r状態|じょうたい>が「ＣＯＭ」に<r設定|せってい>されている<r時|とき>の<r強|つよ>さを<r指定|してい>できます。"	"Set COM strength when State is set to COM."
"BTL.BIN"	"0x20AC90"	"2141328"	"61"	"0x20AC90"	"158"	"61"	"<r状態|じょうたい>が「<r立|た>ち・ジャンプ・<r二段|にだん>ジャンプ」に<r設定|せってい>されている<r時|とき>の<r攻撃|こうげき>パターンを<r指定|してい>できます。"	"Set attack pattern when State is Stand, Jump, or Double Jump."
"BTL.BIN"	"0x20AD30"	"2141488"	"60"	"0x20AD30"	"148"	"60"	"<r状態|じょうたい>が「<r立|た>ち・ジャンプ・<r二段|にだん>ジャンプ」に<r設定|せってい>されている<r時|とき>のガードパターンを<r指定|してい>できます。"	"Set guard pattern when State is Stand, Jump, or Double Jump."
"BTL.BIN"	"0x20ADD0"	"2141648"	"63"	"0x20ADD0"	"158"	"63"	"<r状態|じょうたい>が「<r立|た>ち・ジャンプ・<r二段|にだん>ジャンプ」に<r設定|せってい>されている<r時|とき>の<r行動|こうどう>パターンを<r指定|してい>できます。"	"Set behavior pattern when State is Stand, Jump, or Double Jump."
"BTL.BIN"	"0x20AE70"	"2141808"	"45"	"0x20AE70"	"156"	"45"	"<r状態|じょうたい>が「ＣＯＭ」に<r設定|せってい>されている<r時|とき>の<r変|か>わり<r身|み>の<r術|じゅつ>の<r使用頻度|しようひんど>を<r指定|してい>できます。"	"Set Substitution frequency when State is COM."
"BTL.BIN"	"0x20AF10"	"2141968"	"51"	"0x20AF10"	"174"	"51"	"<r状態|じょうたい>が「<r手動|しゅどう>」<r以外|いがい>に<r設定|せってい>されている<r時|とき>の<r連係攻撃|れんけいこうげき>の<r使用頻度|しようひんど>を<r指定|してい>できます。"	"Set Team Attack frequency when State is not Manual."
"BTL.BIN"	"0x20AFC0"	"2142144"	"55"	"0x20AFC0"	"168"	"55"	"<r状態|じょうたい>が「<r手動|しゅどう>」<r以外|いがい>に<r設定|せってい>されている<r時|とき>の<r追|お>い<r討|う>ち<r返|がえ>しの<r頻度|ひんど>を<r指定|してい>できます。"	"Set Pursuit Counter frequency when State is not Manual."
"BTL.BIN"	"0x20B0C0"	"2142400"	"68"	"0x20B0C0"	"164"	"68"	"<r対戦|たいせん><r相手|あいて>の<r状態|じょうたい>を<r指定|してい>できます。<r手動|しゅどう>では、<r別|べつ>のコントローラで<r操作|そうさ>する<r事|こと>ができます。"	"Set opponent state. In Manual, control them with another controller."
"BTL.BIN"	"0x20B170"	"2142576"	"55"	"0x20B170"	"144"	"55"	"<r対戦|たいせん><r相手|あいて>の<r状態|じょうたい>を<r指定|してい>できます。ＣＯＭでは、コンピュータと<r対戦|たいせん>する<r事|こと>ができます。"	"Set opponent state. In COM, fight against the computer."
"BTL.BIN"	"0x20B210"	"2142736"	"69"	"0x20B210"	"182"	"69"	"<r対戦|たいせん><r相手|あいて>の<r状態|じょうたい>を<r指定|してい>できます。<r立|た>ちでは、<r立|た>った<r状態|じょうたい>で<r下記|かき>で<r指定|してい>した<r行動|こうどう>をします。"	"Set opponent state. Stand makes them stand and use the actions below."
"BTL.BIN"	"0x20B2D0"	"2142928"	"67"	"0x20B2D0"	"164"	"67"	"<r対戦|たいせん><r相手|あいて>の<r状態|じょうたい>を<r指定|してい>できます。ジャンプでは、ジャンプしながら<r下記|かき>で<r指定|してい>した<r行動|こうどう>をします。"	"Set opponent state. Jump makes them jump and use the actions below."
