id	enabled	display_context	source	donor	prefix	replacement	display_basis	source_ref	donor_ref	mode	capacity	transform	arguments	reference_refs	parent_mapping_id
T384	1	Character menus > Ultimate Jutsu name	<r水遁|すいとん>・<r五食鮫|ごしょくざめ>	Water Style: Five Hungry Sharks			e2e:movesets	NA2_SLPS@0x4AE770	NUN5_TEXTENG@0x45B0	slot	48				
T385	1	Character menus > Ultimate Jutsu name	<r水遁|すいとん>・<r無限鮫|むげんざめ>	Water Style: Infinite Shark			e2e:movesets	NA2_SLPS@0x4AE7A0	NUN5_TEXTENG@0x45D0	slot	48				
T386	1	Character menus > Ultimate Jutsu name	<r水遁|すいとん>・<r爆水衝波|ばくすいしょうは>	Water Style: Exploding Water Shock Wave			e2e:movesets	NA2_SLPS@0x4AE7D0	NUN5_TEXTENG@0x45F0	slot	48				
T387	1	Character menus > Ultimate Jutsu name	<r妖狐|ようこ>の<r衣|ころも>	Nine-Tail's Cloak			e2e:movesets	NA2_SLPS@0x4AE800	NUN5_TEXTENG@0x3F40	slot	32				
T388	1	Character menus > Ultimate Jutsu name	<r赤秘技|あかひぎ>・<r百機|ひゃっき>の<r操演|そうえん>	Red Secret Technique: Performance of a Hundred Puppets			e2e:movesets	NA2_SLPS@0x4AE820	NUN5_TEXTENG@0x4720	slot	64				
T389	1	Character menus > Ultimate Jutsu name	<r傀儡|くぐつ>の<r術|じゅつ>・<r尾沙悶|びしゃもん>	Puppet Jutsu: Tail Crash Blow			e2e:movesets	NA2_SLPS@0x4AE860	NUN5_TEXTENG@0x4660	slot	64				
T390	1	Character menus > Ultimate Jutsu name	<r傀儡|くぐつ>の<r術|じゅつ>・<r義手千本|ぎしゅせんぼん>	Puppet Jutsu: 1000 Mechanical Arms 			e2e:movesets	NA2_SLPS@0x4AE8A0	NUN5_TEXTENG@0x11570	slot	64				
T391	1	Character menus > Ultimate Jutsu name	<r傀儡|くぐつ>の<r術|じゅつ>・<r重刃庫|じゅうばこ>	Puppet Jutsu: Multiple Blade Box			e2e:movesets	NA2_SLPS@0x4AE8E0	NUN5_TEXTENG@0x46B0	slot	64				
T392	1	Character menus > Ultimate Jutsu name	<r息子|むすこ>の<r仇|かたき>！？	Son's Revenge!?			e2e:movesets	NA2_SLPS@0x4AE920	NUN5_TEXTENG@0x115A0	slot	48				
T393	1	Character menus > Ultimate Jutsu name	<r爪迅狼牙|そうじんろうが>	Swift Claw Wolf Fang			e2e:movesets	NA2_SLPS@0x4AE950	NUN5_TEXTENG@0x4330	slot	32				
T394	1	Character menus > Ultimate Jutsu name	<r天双牙|てんそうが>	Dual Wolf Fangs			e2e:movesets	NA2_SLPS@0x4AE970	NUN5_TEXTENG@0x4350	slot	32				
T395	1	Character menus > Ultimate Jutsu name	<r寄壊蟲|きかいちゅう>・<r蝕|しょく>	Parasitic Insects: Digest			e2e:movesets	NA2_SLPS@0x4AE990	NUN5_TEXTENG@0x4360	slot	48				
T396	1	Character menus > Ultimate Jutsu name	<r寄壊蟲|きかいちゅう>・<r虚|うつろ>	Parasitic Insects: Deception			e2e:movesets	NA2_SLPS@0x4AE9C0	NUN5_TEXTENG@0x4380	slot	48				
T397	1	Character menus > Ultimate Jutsu name	<r八卦掌空天|はっけしょうくうてん>	8 Trigrams Sky Palm			e2e:movesets	NA2_SLPS@0x4AE9F0	NUN5_TEXTENG@0x3230	slot	48				
T398	1	Character menus > Ultimate Jutsu name	<r部分超倍化|ぶぶんちょうばいか>の<r術|じゅつ>	Super Expansion Jutsu			e2e:movesets	NA2_SLPS@0x4AEA20	NUN5_TEXTENG@0x4260	slot	48				
T399	1	Character menus > Ultimate Jutsu name	<r超|ちょう>・<r肉弾戦車|にくだんせんしゃ>	Super Human Boulder			e2e:movesets	NA2_SLPS@0x4AEA50	NUN5_TEXTENG@0x4280	slot	48				
T400	1	Character menus > Ultimate Jutsu name	<r忍法|にんぽう>・<r月下美人|げっかびじん>	Ninja Art: Queen of the Night			e2e:movesets	NA2_SLPS@0x4AEA80	NUN5_TEXTENG@0x42C0	slot	48				
T401	1	Character menus > Ultimate Jutsu name	<r蝶針火|ちょうしんか>	Butterfly Needle Flame			e2e:movesets	NA2_SLPS@0x4AEAB0	NUN5_TEXTENG@0x42E0	slot	32				
T402	1	Character menus > Ultimate Jutsu name	<r火遁|かとん>・<r消|け>し<r幕|まく>が<r原|はら>	Fire Style: Vanishing Attack			e2e:movesets	NA2_SLPS@0x4AEAD0	NUN5_TEXTENG@0x47A0	slot	64				
T403	1	Character menus > Ultimate Jutsu name	<r地流|じながれ>	Mudslide			e2e:movesets	NA2_SLPS@0x4AEB10	NUN5_TEXTENG@0x47F0	slot	32				
T404	1	Character menus > Ultimate Jutsu name	<r渦旋風火|かせんふうか>の<r術|じゅつ>	Fire Whirlwind Jutsu			e2e:movesets	NA2_SLPS@0x4AEB30	NUN5_TEXTENG@0x4310	slot	48				
T405	1	Character menus > Ultimate Jutsu name	<r蟒蛇|うわばみ>	Uwabami			e2e:movesets	NA2_SLPS@0x4AEB60	NUN5_SLES@0x5140F8	slot	32				
T406	1	Character menus > Ultimate Jutsu name	<r二凪|ふたなぎ>ノ<r草薙|くさなぎ>	Double Kusanagi			e2e:movesets	NA2_SLPS@0x4AEB80	NUN5_TEXTENG@0x48A0	slot	48				
T407	1	Character menus > Ultimate Jutsu name	<r死術|しじゅつ>・<r帰魂遊戯|きこんゆうぎ>	Death Technique: Soul Return			e2e:movesets	NA2_SLPS@0x4AEBB0	NUN5_TEXTENG@0x48F0	slot	48				
T408	1	Character menus > Ultimate Jutsu name	<r木遁|もくとん>・<r飛乃木|ひのき>	Wood Style: Flying Tree			e2e:movesets	NA2_SLPS@0x4AEBE0	NUN5_TEXTENG@0x4830	slot	48				
T409	1	Character menus > Ultimate Jutsu name	<r木遁|もくとん>・<r梁木|やなぎ>	Wood Style: Tree Columns			e2e:movesets	NA2_SLPS@0x4AEC10	NUN5_TEXTENG@0x4850	slot	48				
T410	1	Character menus > Ultimate Jutsu name	<r忍法|にんぽう>・<r超獣偽画|ちょうじゅうぎが>　<r白描|はくびょう>	Ninja Art: Beast Scroll Replicas @White Picture@			e2e:movesets	NA2_SLPS@0x4AEC40	NUN5_TEXTENG@0x3FF0	slot	80
T411	1	Character menus > Ultimate Jutsu name	<r忍法|にんぽう>・<r超獣偽画|ちょうじゅうぎが>　<r龍|りゅう>	Ninja Art: Beast Scroll Replicas @Dragon@			e2e:movesets	NA2_SLPS@0x4AEC90	NUN5_TEXTENG@0x4030	slot	64
T412	1	Character menus > Ultimate Jutsu name	<r草薙|くさなぎ>の<r舞|まい>	Dance of Kusanagi			e2e:movesets	NA2_SLPS@0x4AECD0	NUN5_TEXTENG@0x4910	slot	32				
T413	1	Character menus > Ultimate Jutsu name	<r翔|か>け<r鳥崩|どりくず>し	Darting Bird Crusher			e2e:movesets	NA2_SLPS@0x4AECF0	NUN5_TEXTENG@0x4930	slot	32				
T414	1	Character menus > Ultimate Jutsu name	<r千鳥|ちどり>・<r雷鳴|らいめい>	Chidori Thunder			e2e:movesets	NA2_SLPS@0x4AED10	NUN5_TEXTENG@0x4950	slot	48				
T415	1	Character Select > Linked Mode selector value	<r連係|れんけい>モード	Linked Mode			seen:replacement-pass-2-2026-07-26 paired screenshot	NA2_SLPS@0x4B4310	NUN5_TEXTENG@0x1E60	slot	24				
T416	1	Character Select > Linked Mode selector value	マニュアル	Manual			seen:replacement-pass-2-2026-07-26 paired screenshot	NA2_SLPS@0x4B4328	NUN5_SLES@0x513F10	slot	16				
T417	1	Character Select > Linked Mode selector value	オート	Auto			seen:replacement-pass-2-2026-07-26 paired screenshot	NA2_SLPS@0x504908	NUN5_SLES@0x513F18	slot	8				
T418	1	Character Select > player-control mode or return item	 １Ｐ　ｖｓ　２Ｐ	1P vs. 2P			e2e:menus	NA2_SLPS@0x4B4150	NUN5_TEXTENG@0x1D88	slot	32				
T419	1	Character Select > player-control mode or return item	 １Ｐ　ｖｓ ＣＯＭ	1P vs. COM			e2e:menus	NA2_SLPS@0x4B4170	NUN5_TEXTENG@0x1D98	slot	32				
T420	1	Character Select > player-control mode or return item	ＣＯＭ ｖｓ　２Ｐ	COM vs. 2P			e2e:menus	NA2_SLPS@0x4B4190	NUN5_TEXTENG@0x1DA8	slot	32				
T421	1	Character Select > player-control mode or return item	ＣＯＭ ｖｓ ＣＯＭ	COM vs. COM			e2e:menus	NA2_SLPS@0x4B41B0	NUN5_TEXTENG@0x1DB8	slot	32				
T422	1	Character Select > player-control mode or return item	ゲームモード<r選択|せんたく>に<r戻|もど>る	Back to Game Mode Screen			e2e:menus	NA2_SLPS@0x4B41D0	NUN5_TEXTENG@0x900	slot	48				
T423	1	Character Select > return confirmation	ゲームモード<r選択|せんたく>に<r戻|もど>りますか？	Return to Game Mode Screen?			e2e:menus	NA2_SLPS@0x4B4220	NUN5_TEXTENG@0x1DF0	slot	64				
T424	1	Character Select > return confirmation	タイトルに<r戻|もど>りますか？	Return to Title Screen?			inferred:character-select-return-table	NA2_SLPS@0x4B4260	NUN5_TEXTENG@0x1C90	slot	32				
T425	1	Character Select > return confirmation	<r任務|にんむ><r選択|せんたく>に<r戻|もど>りますか？	Return to Mission Select?			inferred:character-select-return-table	NA2_SLPS@0x4B4280	NUN5_TEXTENG@0x1E10	slot	64				
T426	1	Character Select > return confirmation	<r種目選択|しゅもくせんたく>に<r戻|もど>りますか？	Return to Event Select?			inferred:character-select-return-table	NA2_SLPS@0x4B42C0	NUN5_TEXTENG@0x1E30	slot	64				
T427	1	Character selectors > character or variant name	うずまきナルト	Naruto Uzumaki			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_ETC@0x24F98	NUN5_TEXTENG@0x4D8	slot	24				
T428	1	Character selectors > character or variant name	<r春野|はるの>サクラ	Sakura Haruno			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_ETC@0x24FB0	NUN5_TEXTENG@0x4E8	slot	24				
T429	1	Character selectors > character or variant name	はたけカカシ	Kakashi Hatake			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_ETC@0x24FC8	NUN5_TEXTENG@0x568	slot	24				
T430	1	Character selectors > character or variant name	<r日向|ひゅうが>ネジ	Neji Hyuga			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_ETC@0x24FE0	NUN5_TEXTENG@0x528	slot	24				
T431	1	Character selectors > character or variant name	ロック・リー	Rock Lee			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_ETC@0x24FF8	NUN5_TEXTENG@0x538	slot	16				
T432	1	Character selectors > character or variant name	テンテン	Tenten			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_ETC@0x25008	NUN5_SLES@0x513d60	slot	16				
T433	1	Character selectors > character or variant name	マイト・ガイ	Might Guy			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_ETC@0x25018	NUN5_TEXTENG@0x558	slot	24				
T434	1	Character selectors > character or variant name	<r奈良|なら>シカマル	Shikamaru Nara			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_ETC@0x25030	NUN5_TEXTENG@0x548	slot	32				
T435	1	Character selectors > character or variant name	<r秋道|あきみち>チョウジ	Choji Akimichi			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_ETC@0x25050	NUN5_TEXTENG@0x648	slot	32				
T436	1	Character selectors > character or variant name	<r山中|やまなか>いの	Ino Yamanaka			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_ETC@0x25070	NUN5_TEXTENG@0x658	slot	32				
T437	1	Character selectors > character or variant name	<r猿飛|さるとび>アスマ	Asuma Sarutobi			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_ETC@0x25090	NUN5_TEXTENG@0x668	slot	32				
T438	1	Character selectors > character or variant name	<r犬塚|いぬづか>キバ	Kiba Inuzuka			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_ETC@0x250B0	NUN5_TEXTENG@0x618	slot	32				
T439	1	Character selectors > character or variant name	<r油女|あぶらめ>シノ	Shino Aburame			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_ETC@0x250D0	NUN5_TEXTENG@0x628	slot	32				
T440	1	Character selectors > character or variant name	<r日向|ひゅうが>ヒナタ	Hinata Hyuga			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_ETC@0x250F0	NUN5_TEXTENG@0x638	slot	32				
T441	1	Character selectors > character or variant name	<r夕日|ゆうひ><r紅|くれない>	Kurenai Yuhi			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_ETC@0x25110	NUN5_TEXTENG@0x678	slot	32				
T442	1	Character selectors > character or variant name	<r風影|かぜかげ>・<r我愛羅|ガアラ>	Kazekage Gaara			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_ETC@0x25130	NUN5_TEXTENG@0x4F8	slot	40				
T443	1	Character selectors > character or variant name	カンクロウ	Kankuro			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_ETC@0x25158	NUN5_SLES@0x513D88	slot	24				
T444	1	Character selectors > character or variant name	チヨバア（<r体術|たいじゅつ>）	Granny Chiyo (Taijutsu)			e2e:collection/opponents	NA2_ETC@0x25170	NUN5_TEXTENG@0x600	slot	32				
T445	1	Character selectors > character or variant name	うちはイタチ	Itachi Uchiha			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_ETC@0x25190	NUN5_TEXTENG@0x578	slot	16				
T446	1	Character selectors > character or variant name	<r干柿鬼鮫|ほしがきキサメ>	Kisame Hoshigaki			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_ETC@0x251A0	NUN5_TEXTENG@0x590	slot	32				
T447	1	Character selectors > character or variant name	デイダラ	Deidara			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_ETC@0x251C0	NUN5_TEXTENG@0x254F8	slot	16				
T448	1	Character selectors > character or variant name	サソリ・ヒルコ	Sasori (Hiruko)			e2e:collection/opponents	NA2_ETC@0x251D0	NUN5_TEXTENG@0x5F0	slot	16				
T450	1	Character selectors > character or variant name	<r自来也|じらいや>	Jiraiya			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_ETC@0x251f0	NUN5_SLES@0x513df0	slot	24				
T451	1	Character selectors > character or variant name	<r綱手|ツナデ>	Tsunade			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_ETC@0x25208	NUN5_TEXTENG@0x29DE	slot	24				
T452	1	Character selectors > character or variant name	<r大蛇丸|オロチまる>	Orochimaru			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_ETC@0x25220	NUN5_TEXTENG@0x688	slot	32				
T453	1	Character selectors > character or variant name	<r薬師|やくし>カブト	Kabuto Yakushi			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_ETC@0x25240	NUN5_TEXTENG@0x698	slot	24				
T454	1	Character selectors > character or variant name	うちはサスケ	Sasuke Uchiha			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_ETC@0x25258	NUN5_TEXTENG@0x6A8	slot	24				
T455	1	Character selectors > character or variant name	<r九尾第四覚醒状態|きゅうびだいよんかくせいじょうたい>	Nine-Tailed Fourth Awakened State			e2e:collection/opponents	NA2_ETC@0x25270	NUN5_TEXTENG@0x5B0	slot	64				
T456	1	Character selectors > character or variant name	サソリ（<r自分傀儡|じぶんくぐつ>）	Sasori (Puppet)			e2e:collection/opponents	NA2_ETC@0x252B0	NUN5_TEXTENG@0x5E0	slot	48				
T457	1	Character selectors > character or variant name	うずまきナルト（<r旧章|きゅうしょう>）	N. Uzumaki (Classic)			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x252E0	NUN5_TEXTENG@0x100	slot	48				
T458	1	Character selectors > character or variant name	うちはサスケ（<r旧章|きゅうしょう>）	S. Uchiha (Classic)			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x25310	NUN5_TEXTENG@0x120	slot	48				
T459	1	Character selectors > character or variant name	<r春野|はるの>サクラ（<r旧章|きゅうしょう>）	S. Haruno (Classic)			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x25340	NUN5_TEXTENG@0x1C0	slot	48				
T460	1	Character selectors > character or variant name	<r日向|ひゅうが>ネジ（<r旧章|きゅうしょう>）	Neji Hyuga (Classic)			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x25370	NUN5_TEXTENG@0x1A0	slot	48				
T461	1	Character selectors > character or variant name	ロック・リー（<r旧章|きゅうしょう>）	Rock Lee (Classic)			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x253A0	NUN5_TEXTENG@0x140	slot	48				
T462	1	Character selectors > character or variant name	テンテン（<r旧章|きゅうしょう>）	Tenten (Classic)			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x253D0	NUN5_TEXTENG@0x210	slot	48				
T463	1	Character selectors > character or variant name	<r奈良|なら>シカマル（<r旧章|きゅうしょう>）	S. Nara (Classic)			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x25400	NUN5_TEXTENG@0x180	slot	48				
T464	1	Character selectors > character or variant name	<r秋道|あきみち>チョウジ（<r旧章|きゅうしょう>）	C. Akimichi (Classic)			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x25430	NUN5_TEXTENG@0x230	slot	64				
T465	1	Character selectors > character or variant name	<r山中|やまなか>いの（<r旧章|きゅうしょう>）	I. Yamanaka (Class.)			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x25470	NUN5_TEXTENG@0x250	slot	48				
T466	1	Character selectors > character or variant name	<r犬塚|いぬづか>キバ（<r旧章|きゅうしょう>）	K. Inuzuka (Classic)			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x254A0	NUN5_TEXTENG@0x270	slot	48				
T467	1	Character selectors > character or variant name	<r油女|あぶらめ>シノ（<r旧章|きゅうしょう>）	S. Aburame (Classic)			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x254D0	NUN5_TEXTENG@0x290	slot	48				
T468	1	Character selectors > character or variant name	<r日向|ひゅうが>ヒナタ（<r旧章|きゅうしょう>）	H. Hyuga (Classic)			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x25500	NUN5_TEXTENG@0x1F0	slot	48				
T469	1	Character selectors > character or variant name	<r日向|ひゅうが>ハナビ	Hanabi Hyuga			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x25530	NUN5_TEXTENG@0x358	slot	32				
T470	1	Character selectors > character or variant name	<r木|こ>ノ<r葉丸|はまる><r軍団|ぐんだん>	Konohamaru NS			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x25550	NUN5_TEXTENG@0x348	slot	48				
T471	1	Character selectors > character or variant name	みたらしアンコ	Anko Mitarashi			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x25580	NUN5_TEXTENG@0x3B8	slot	16				
T472	1	Character selectors > character or variant name	<r初代火影|しょだいほかげ>	The First Hokage			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x25590	NUN5_TEXTENG@0x370	slot	32				
T473	1	Character selectors > character or variant name	<r二代目火影|にだいめほかげ>	The Second Hokage			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x255B0	NUN5_TEXTENG@0x3A0	slot	32				
T474	1	Character selectors > character or variant name	<r三代目火影|さんだいめほかげ>	The Third Hokage			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x255D0	NUN5_TEXTENG@0x2F0	slot	32				
T475	1	Character selectors > character or variant name	<r黄色|きいろ>い<r閃光|せんこう>	The Yellow Flash			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x255F0	NUN5_TEXTENG@0x330	slot	48				
T476	1	Character selectors > character or variant name	<r砂瀑|さばく>の<r我愛羅|ガアラ>（<r旧章|きゅうしょう>）	Gaara (Classic)			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x25620	NUN5_TEXTENG@0x160	slot	64				
T477	1	Character selectors > character or variant name	カンクロウ（<r旧章|きゅうしょう>）	Kankuro (Classic)			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x25660	NUN5_TEXTENG@0x2B0	slot	48				
T478	1	Character selectors > character or variant name	テマリ（<r旧章|きゅうしょう>）	Temari (Classic)			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x25690	NUN5_TEXTENG@0x2D0	slot	32				
T479	1	Character selectors > character or variant name	<r君麻呂|キミマロ>	Kimimaro			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x256B0	NUN5_TEXTENG@0x318	slot	24				
T480	1	Character selectors > character or variant name	<r左近|サコン>	Sakon			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x256C8	NUN5_TEXTENG@0x4AD	slot	24				
T481	1	Character selectors > character or variant name	<r多由也|タユヤ>	Tayuya			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x256E0	NUN5_TEXTENG@0x48D	slot	32				
T482	1	Character selectors > character or variant name	<r鬼童丸|キドウマル>	Kidomaru			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x25700	NUN5_TEXTENG@0x308	slot	32				
T483	1	Character selectors > character or variant name	<r次郎坊|ジロウボウ>	Jirobo			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x25720	NUN5_TEXTENG@0x44D	slot	32				
T484	1	Character selectors > character or variant name	<r桃地|ももち><r再不斬|ザブザ>	Zabuza Momochi			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x25740	NUN5_TEXTENG@0x1D8	slot	32				
T485	1	Character selectors > character or variant name	<r白|ハク>	Haku			e2e:collection/opponents|e2e:collection/ultimates	NA2_ETC@0x25760	NUN5_SLES@0x513d48	slot	16				
T486	1	Character selectors > character or variant name	うずまきナルト（<r九尾|きゅうび>）	Naruto Uzumaki (Nine-Tailed)			e2e:collection/opponents	NA2_ETC@0x25770	NUN5_TEXTENG@0x3D0	slot	48				
T487	1	Character selectors > character or variant name	うちはサスケ<r状態|じょうたい>２	Second Stage Sasuke Uchiha			e2e:collection/opponents	NA2_ETC@0x257A0	NUN5_TEXTENG@0x3F0	slot	48				
T488	1	Character selectors > character or variant name	すい<r拳|けん>リー	Loopy Fist Lee			e2e:collection/opponents	NA2_ETC@0x257D0	NUN5_TEXTENG@0x410	slot	32				
T489	1	Character selectors > character or variant name	<r憑依体我愛羅|ひょういたいガアラ>	Possessed Gaara			e2e:collection/opponents	NA2_ETC@0x257F0	NUN5_TEXTENG@0x420	slot	48				
T490	1	Character selectors > character or variant name	<r超|ちょう>チョウジ	Super Choji			e2e:collection/opponents	NA2_ETC@0x25820	NUN5_TEXTENG@0x430	slot	32				
T491	1	Character selectors > character or variant name	<r次郎坊|ジロウボウ><r状態|じょうたい>２	Second Stage Jirobo			e2e:collection/opponents	NA2_ETC@0x25840	NUN5_TEXTENG@0x440	slot	48				
T492	1	Character selectors > character or variant name	<r鬼童丸|キドウマル><r状態|じょうたい>２	Second Stage Kidomaru			e2e:collection/opponents	NA2_ETC@0x25870	NUN5_TEXTENG@0x460	slot	48				
T493	1	Character selectors > character or variant name	<r多由也|タユヤ><r状態|じょうたい>２	Second Stage Tayuya			e2e:collection/opponents	NA2_ETC@0x258A0	NUN5_TEXTENG@0x480	slot	48				
T494	1	Character selectors > character or variant name	<r左近|サコン><r状態|じょうたい>２	Second Stage Sakon			e2e:collection/opponents	NA2_ETC@0x258D0	NUN5_TEXTENG@0x4A0	slot	48				
T495	1	Character selectors > character or variant name	<r君麻呂|キミマロ><r状態|じょうたい>２	Second Stage Kimimaro			e2e:collection/opponents	NA2_ETC@0x25900	NUN5_TEXTENG@0x4C0	slot	40				
T522	1	Character selectors > character or variant name	サイ	Sai			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_SLPS@0x506fe0	NUN5_SLES@0x513e28	slot	8				
T523	1	Character selectors > character or variant name	テマリ	Temari			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_SLPS@0x506fe8	NUN5_SLES@0x513d90	slot	8				
T524	1	Character selectors > character or variant name	サソリ	Sasori			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_SLPS@0x506ff0	NUN5_SLES@0x513dc0	slot	8				
T525	1	Character selectors > character or variant name	シズネ	Shizune			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_SLPS@0x506ff8	NUN5_SLES@0x513e00	slot	8				
T526	1	Character selectors > character or variant name	ヤマト	Yamato			e2e:collection/characters|e2e:collection/figures|e2e:collection/opponents|e2e:collection/ultimates|e2e:collection/voice	NA2_SLPS@0x507000	NUN5_SLES@0x513e20	slot	8				
T527	1	Collection > Characters > Diorama title	シミュレーション	Simulation			e2e:collection/figures|e2e:collection/misc	NA2_ETC@0x2DDA0	NUN5_TEXTENG@0x3E78	slot	24				
T528	1	Collection > Characters > selector label	<r対戦相手|たいせんあいて>	Opponent			e2e:collection/opponents	NA2_ETC@0x2EE50	NUN5_TEXTENG@0x778	slot	32				
T529	1	Collection > Characters > Diorama selector entry	ジオラマ	Diorama			character:figure-animation-identifier	NA2_ETC@0x25928	NUN5_ETC@0x28959	slot	28				
T530	1	Collection > Figures > character animation title	オッス！	Right!			e2e:collection/figures	NA2_ETC@0x25CD8	NUN5_SLES@0x513F60	slot	16				
T531	1	Collection > Figures > character animation title	<r影分身|かげぶんしん>の<r術|じゅつ>	Shadow Clone Jutsu			e2e:collection/figures	NA2_ETC@0x25D00	NUN5_TEXTENG@0x3030	slot	40				
T532	1	Collection > Figures > character animation title	<r暴走|ぼうそう>	Running Wild			e2e:collection/figures	NA2_ETC@0x25D40	NUN5_TEXTENG@0x3058	slot	24				
T533	1	Collection > Figures > character animation title	<r気|き>を<r引|ひ>き<r締|し>めて…	Steady Myself...			e2e:collection/figures	NA2_ETC@0x25D70	NUN5_TEXTENG@0x3080	slot	40				
T534	1	Collection > Figures > character animation title	<r女|おんな>らしく	Ladylike			e2e:collection/figures	NA2_ETC@0x25DB0	NUN5_TEXTENG@0x30A8	slot	24				
T535	1	Collection > Figures > character animation title	<r拳|こぶし>に<r力|ちから>を！	Power in My Fist!			e2e:collection/figures	NA2_ETC@0x25DE0	NUN5_TEXTENG@0x30D0	slot	32				
