id	enabled	display_context	source	donor	prefix	replacement	display_basis	source_ref	donor_ref	mode	capacity	transform	arguments	reference_refs	parent_mapping_id
T148	1	Character menus > Ultimate Jutsu name	<r練空踊扇|れんくうようせん>	Air Polish Dancing Fan			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x28BF0	NUN5_TEXTENG@0x44A0	slot	32				
T149	1	Character menus > Ultimate Jutsu name	<r口寄|くちよ>せ・<r扇舞降|せんまいお>ろし	Summoning: Fan Dance Drop			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x28C10	NUN5_TEXTENG@0x44C0	slot	48				
T150	1	Character menus > Ultimate Jutsu name	<r息子|むすこ>の<r仇|かたき>！？	Son's Revenge!?			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x28C40	NUN5_TEXTENG@0x115A0	slot	48				
T151	1	Character menus > Ultimate Jutsu name	<r傀儡|くぐつ>・<r父|ちち>と<r母|はは>	Puppet: Father and Mother			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x28C70	NUN5_TEXTENG@0x44F0	slot	48				
T152	1	Character menus > Ultimate Jutsu name	<r十機近松|じっきちかまつ>の<r集|しゅう>	Ten Puppets of Chikamatsu			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x28CA0	NUN5_TEXTENG@0x4510	slot	48				
T153	1	Character menus > Ultimate Jutsu name	<r火遁|かとん>・<r豪焔球|ごうえんきゅう>	Fire Style: Blaze Ball 			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x28CD0	NUN5_TEXTENG@0x11550	slot	48				
T154	1	Character menus > Ultimate Jutsu name	<r幻術|げんじゅつ>・<r泡沫|うたかた>	Genjutsu: Bubbles			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x28D00	NUN5_TEXTENG@0x4550	slot	48				
T155	1	Character menus > Ultimate Jutsu name	<r瞳術|どうじゅつ>・<r威凪|いさなぎ>	Visual Jutsu: Powerful Calm			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x28D30	NUN5_TEXTENG@0x4570	slot	48				
T156	1	Character menus > Ultimate Jutsu name	<r最凶|さいきょう>の<r刺客|しかく>	The Baddest Assassins			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x28D60	NUN5_TEXTENG@0x4590	slot	48				
T157	1	Character menus > Ultimate Jutsu name	<r水遁|すいとん>・<r五食鮫|ごしょくざめ>	Water Style: Five Hungry Sharks			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x28D90	NUN5_TEXTENG@0x45B0	slot	48				
T158	1	Character menus > Ultimate Jutsu name	<r水遁|すいとん>・<r無限鮫|むげんざめ>	Water Style: Infinite Shark			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x28DC0	NUN5_TEXTENG@0x45D0	slot	48				
T159	1	Character menus > Ultimate Jutsu name	<r水遁|すいとん>・<r爆水衝波|ばくすいしょうは>	Water Style: Exploding Water Shock Wave			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x28DF0	NUN5_TEXTENG@0x45F0	slot	48				
T160	1	Character menus > Ultimate Jutsu name	<r芸術|げいじゅつ>	Art			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x28E20	NUN5_SLES@0x5140F0	slot	32				
T161	1	Character menus > Ultimate Jutsu name	<r自爆分身|じばくぶんしん>	Exploding Clone			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x28E40	NUN5_TEXTENG@0x4620	slot	32				
T162	1	Character menus > Ultimate Jutsu name	<r十八番|オハコ>・<rＣ３|シースリー>	Sure-Fire: C3			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x28E60	NUN5_TEXTENG@0x4630	slot	48				
T163	1	Character menus > Ultimate Jutsu name	<r合殺芸術|がっさいげいじゅつ>	Combined Killing Art			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x28E90	NUN5_TEXTENG@0x4640	slot	32				
T164	1	Character menus > Ultimate Jutsu name	<r傀儡|くぐつ>の<r術|じゅつ>・<r尾沙悶|びしゃもん>	Puppet Jutsu: Tail Crash Blow			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x28EB0	NUN5_TEXTENG@0x4660	slot	64				
T165	1	Character menus > Ultimate Jutsu name	<r傀儡|くぐつ>の<r術|じゅつ>・<r義手千本|ぎしゅせんぼん>	Puppet Jutsu: 1000 Mechanical Arms 			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x28EF0	NUN5_TEXTENG@0x11570	slot	64				
T166	1	Character menus > Ultimate Jutsu name	<r傀儡|くぐつ>の<r術|じゅつ>・<r重刃庫|じゅうばこ>	Puppet Jutsu: Multiple Blade Box			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x28F30	NUN5_TEXTENG@0x46B0	slot	64				
T167	1	Character menus > Ultimate Jutsu name	<r傀儡|くぐつ>・<r砂鉄獄塊|さてつごっかい>	Puppet: Iron Sand Cluster			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x28F70	NUN5_TEXTENG@0x46E0	slot	48				
T168	1	Character menus > Ultimate Jutsu name	<r傀儡|くぐつ>・<r砂鉄獄塊|さてつごっかい>２	Puppet: Iron Sand Cluster 2			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x28FA0	NUN5_TEXTENG@0x4700	slot	48				
T169	1	Character menus > Ultimate Jutsu name	<r赤秘技|あかひぎ>・<r百機|ひゃっき>の<r操演|そうえん>	Red Secret Technique: Performance of a Hundred Puppets			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x28FD0	NUN5_TEXTENG@0x4720	slot	64				
T170	1	Character menus > Ultimate Jutsu name	<r火遁|かとん>・<r豪炎螺旋丸|ごうえんらせんがん>	Fire Style: Flame Rasengan			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29010	NUN5_TEXTENG@0x4760	slot	64				
T171	1	Character menus > Ultimate Jutsu name	<r双迅螺旋丸|そうじんらせんがん>	Double Rapid Rasengan			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29050	NUN5_TEXTENG@0x4780	slot	48				
T172	1	Character menus > Ultimate Jutsu name	<r火遁|かとん>・<r消|け>し<r幕|まく>が<r原|はら>	Fire Style: Vanishing Attack			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29080	NUN5_TEXTENG@0x47A0	slot	64				
T173	1	Character menus > Ultimate Jutsu name	<r忍法|にんぽう>・<r創造再生|そうぞうさいせい>	Ninja Art: Mitotic Regeneration			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x290C0	NUN5_TEXTENG@0x47C0	slot	48				
T174	1	Character menus > Ultimate Jutsu name	<r火影|ほかげ>の<r力|ちから>	Hokage's Power			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x290F0	NUN5_TEXTENG@0x47E0	slot	32				
T175	1	Character menus > Ultimate Jutsu name	<r地流|じながれ>	Mudslide			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29110	NUN5_TEXTENG@0x47F0	slot	32				
T176	1	Character menus > Ultimate Jutsu name	<r大交衝|だいこうしょう>	Great Cross Slash			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29130	NUN5_TEXTENG@0x112B0	slot	32				
T177	1	Character menus > Ultimate Jutsu name	トントンコンビ	Tonton Duo			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29150	NUN5_TEXTENG@0x4818	slot	16				
T178	1	Character menus > Ultimate Jutsu name	<r木遁|もくとん>・<r飛乃木|ひのき>	Wood Style: Flying Tree			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29160	NUN5_TEXTENG@0x4830	slot	48				
T179	1	Character menus > Ultimate Jutsu name	<r木遁|もくとん>・<r梁木|やなぎ>	Wood Style: Tree Columns			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29190	NUN5_TEXTENG@0x4850	slot	48				
T180	1	Character menus > Ultimate Jutsu name	<r禁術|きんじゅつ>・<r穢土封滅|えどふうめつ>	Forbidden Jutsu: Seal Destruction			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x291C0	NUN5_TEXTENG@0x4870	slot	48				
T181	1	Character menus > Ultimate Jutsu name	<r蟒蛇|うわばみ>	Uwabami			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x291F0	NUN5_SLES@0x5140F8	slot	32				
T182	1	Character menus > Ultimate Jutsu name	<r二凪|ふたなぎ>ノ<r草薙|くさなぎ>	Double Kusanagi			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29210	NUN5_TEXTENG@0x48A0	slot	48				
T183	1	Character menus > Ultimate Jutsu name	<r死魂|しこん>の<r術|じゅつ>	Dead Soul Jutsu			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29240	NUN5_TEXTENG@0x48B0	slot	32				
T184	1	Character menus > Ultimate Jutsu name	チャクラ<r解剖刀|メス>・<r壊|かい>	Chakra Dissection Blade: Destroy			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29260	NUN5_TEXTENG@0x48C0	slot	48				
T185	1	Character menus > Ultimate Jutsu name	<r死術|しじゅつ>・<r帰魂遊戯|きこんゆうぎ>	Death Technique: Soul Return			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29290	NUN5_TEXTENG@0x48F0	slot	48				
T186	1	Character menus > Ultimate Jutsu name	<r草薙|くさなぎ>の<r舞|まい>	Dance of Kusanagi			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x292C0	NUN5_TEXTENG@0x4910	slot	32				
T187	1	Character menus > Ultimate Jutsu name	<r翔|か>け<r鳥崩|どりくず>し	Darting Bird Crusher			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x292E0	NUN5_TEXTENG@0x4930	slot	32				
T188	1	Character menus > Ultimate Jutsu name	<r千鳥|ちどり>・<r雷鳴|らいめい>	Chidori Thunder			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29300	NUN5_TEXTENG@0x4950	slot	48				
T189	1	Character menus > Ultimate Jutsu name	うずまきナルト<r連弾|れんだん>	Naruto Uzumaki Barrage			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29330	NUN5_TEXTENG@0x4960	slot	32				
T190	1	Character menus > Ultimate Jutsu name	うずまきナルト<r忍法帳|にんぽうちょう>	Naruto's Ninja Handbook			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29350	NUN5_TEXTENG@0x4980	slot	48				
T191	1	Character menus > Ultimate Jutsu name	<r九尾螺旋丸|きゅうびらせんがん>	The Nine-Tailed Rasengan			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29380	NUN5_TEXTENG@0x49A0	slot	48				
T192	1	Character menus > Ultimate Jutsu name	ハヤブサ<r落|お>とし	Falcon Drop			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x293B0	NUN5_TEXTENG@0x49C0	slot	32				
T193	1	Character menus > Ultimate Jutsu name	<r忌|い>まわしき<r千鳥|ちどり>	Ominous Chidori			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x293D0	NUN5_TEXTENG@0x49D0	slot	32				
T194	1	Character menus > Ultimate Jutsu name	<r呪|のろ>われし<r力|ちから>	Cursed Power			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x293F0	NUN5_TEXTENG@0x49E0	slot	32				
T195	1	Character menus > Ultimate Jutsu name	<r負|ま>けるもんですか！	I Won't Lose!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29410	NUN5_TEXTENG@0x49F0	slot	32				
T196	1	Character menus > Ultimate Jutsu name	<r忍法|にんぽう>・<r雪桜|ゆきざくら>の<r舞|まい>	Ninja Art: Snow Cherry Blossom Dance			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29430	NUN5_TEXTENG@0x4A00	slot	64				
T197	1	Character menus > Ultimate Jutsu name	<r八卦三百六十一式|はっけさんびゃくろくじゅういっしき>	8 Trigrams 361 Style			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29470	NUN5_TEXTENG@0x4A30	slot	64				
T198	1	Character menus > Ultimate Jutsu name	<r絶招八門崩撃|ぜっしょうはちもんほうげき>	Last Resort: Eight Gates Assault			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x294B0	NUN5_TEXTENG@0x4A50	slot	48				
T199	1	Character menus > Ultimate Jutsu name	すい<r拳|けん>	Loopy Fist			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x294E0	NUN5_TEXTENG@0x4A78	slot	16				
T200	1	Character menus > Ultimate Jutsu name	<r裏蓮華|うられんげ>	Hidden Lotus			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x294F0	NUN5_TEXTENG@0x4A88	slot	32				
T201	1	Character menus > Ultimate Jutsu name	<r突|つ>き<r抜|ぬ>ける<r熱|あつ>き<r思|おも>い	Smashing Passion			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29510	NUN5_TEXTENG@0x4AA0	slot	48				
T202	1	Character menus > Ultimate Jutsu name	<r操具|そうぐ>・<r死球撃|しきゅうげき>	Ninja Tool: Death Sphere Strike			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29540	NUN5_TEXTENG@0x4AC0	slot	48				
T203	1	Character menus > Ultimate Jutsu name	<r操具|そうぐ>・<r襲千刃|しゅうせんじん>	Ninja Tool: Blade of 1000 Strikes			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29570	NUN5_TEXTENG@0x4AE0	slot	48				
T204	1	Character menus > Ultimate Jutsu name	<r操具|そうぐ>・<r浮刃壁|ふじんへき>	Ninja Tool: Floating Blade Wall			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x295A0	NUN5_TEXTENG@0x4B10	slot	48				
T205	1	Character menus > Ultimate Jutsu name	<r影真似|かげまね>の<r術|じゅつ>	Shadow Possession Jutsu			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x295D0	NUN5_TEXTENG@0x4B30	slot	48				
T206	1	Character menus > Ultimate Jutsu name	<r影圧掌|かげあっしょう>の<r術|じゅつ>	Shadow Crushing Palm Jutsu			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29600	NUN5_TEXTENG@0x4B50	slot	48				
T207	1	Character menus > Ultimate Jutsu name	<r影首縛|かげくびしば>りの<r術|じゅつ>	Shadow Strangle Jutsu			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29630	NUN5_TEXTENG@0x4B70	slot	48				
T208	1	Character menus > Ultimate Jutsu name	<r部分倍化|ぶぶんばいか>の<r術|じゅつ>２	Partial Expansion Jutsu 2			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29660	NUN5_TEXTENG@0x4B90	slot	48				
T209	1	Character menus > Ultimate Jutsu name	<r蝶弾爆撃|ちょうだんばくげき>	Butterfly Bomb			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29690	NUN5_TEXTENG@0x4BB0	slot	32				
T210	1	Character menus > Ultimate Jutsu name	<r忍法|にんぽう>・<r百花繚乱|ひゃっかりょうらん>	Ninja Art: Covered With Flowers			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x296B0	NUN5_TEXTENG@0x4BC0	slot	64				
T211	1	Character menus > Ultimate Jutsu name	<r心乱身|しんらんしん>の<r術|じゅつ>	Mind Distraction Jutsu			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x296F0	NUN5_TEXTENG@0x4BE0	slot	48				
T212	1	Character menus > Ultimate Jutsu name	<r供花送|くげおく>り	Memorial Flower Sending			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29720	NUN5_TEXTENG@0x4C00	slot	32				
T213	1	Character menus > Ultimate Jutsu name	<r牙通牙|がつうが>	Fang Over Fang			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29740	NUN5_TEXTENG@0x4C18	slot	32				
T214	1	Character menus > Ultimate Jutsu name	<r牙狼牙|がろうが>	Wolf Fang Over Fang 			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29760	NUN5_TEXTENG@0x11240	slot	32				
T215	1	Character menus > Ultimate Jutsu name	<r双頭狼|そうとうろう>	Two-Headed Wolf			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29780	NUN5_TEXTENG@0x4C50	slot	32				
T216	1	Character menus > Ultimate Jutsu name	<r寄壊蟲|きかいちゅう>・<r颶|つむじ>	Parasitic Insects: Typhoon			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x297A0	NUN5_TEXTENG@0x4C60	slot	48				
T217	1	Character menus > Ultimate Jutsu name	<r寄壊蟲|きかいちゅう>・<r簇|やじり>	Parasitic Insects: Swarm			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x297D0	NUN5_TEXTENG@0x4C80	slot	48				
T218	1	Character menus > Ultimate Jutsu name	<r寄壊蟲|きかいちゅう>・<r霰|あられ>	Parasitic Insect: Hailstorm			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29800	NUN5_TEXTENG@0x11260	slot	48				
T219	1	Character menus > Ultimate Jutsu name	<r白眼|びゃくがん>	Byakugan			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29830	NUN5_TEXTENG@0x4CC0	slot	32				
T220	1	Character menus > Ultimate Jutsu name	<r百烈掌|ひゃくれつしょう>	Hundred Power Palms			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29850	NUN5_TEXTENG@0x4CD0	slot	32				
T221	1	Character menus > Ultimate Jutsu name	<r白朧天舞|はくろうてんぶ>	Heaven's Dance of Hazy White			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29870	NUN5_TEXTENG@0x4CF0	slot	32				
T222	1	Character menus > Ultimate Jutsu name	<r柔拳指南|じゅうけんしなん>	Gentle Fist Instruction			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29890	NUN5_TEXTENG@0x4D10	slot	32				
T223	1	Character menus > Ultimate Jutsu name	<r突撃|とつげき>！　<r木|こ>ノ<r葉丸|はまる><r軍団|ぐんだん>！	Charge! Konohamaru Ninja Squad!			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x298B0	NUN5_TEXTENG@0x4D30	slot	64				
T224	1	Character menus > Ultimate Jutsu name	<r双蛇相殺|そうじゃそうさい>の<r術|じゅつ>	Twin Snake Sacrifice Jutsu			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x298F0	NUN5_TEXTENG@0x4D50	slot	48				
T225	1	Character menus > Ultimate Jutsu name	<r金剛力|こんごうりき>・<r不動|ふどう>	Adamantine Power, Acala			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29920	NUN5_TEXTENG@0x11310	slot	48				
T226	1	Character menus > Ultimate Jutsu name	<r木遁秘術|もくとんひじゅつ>・<r樹界降誕|じゅかいこうたん>	Secret Wood Style Jutsu: Deep Forest Emergence			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29950	NUN5_TEXTENG@0x4D90	slot	64				
T227	1	Character menus > Ultimate Jutsu name	<r水遁|すいとん>・<r硬渦水刃|こうかすいじん>	Water Style: Hardened Water Drill			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29990	NUN5_TEXTENG@0x4DC0	slot	48				
T228	1	Character menus > Ultimate Jutsu name	<r金剛牢壁|こんごうろうへき>	Adamantine Nyoi Prison			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x299C0	NUN5_TEXTENG@0x4DF0	slot	32				
T229	1	Character menus > Ultimate Jutsu name	<r封印術|ふういんじゅつ>・<r屍鬼封尽|しきふうじん>	Sealing Jutsu: Reaper Death Seal			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x299E0	NUN5_TEXTENG@0x4E10	slot	64				
T230	1	Character menus > Ultimate Jutsu name	<r封印術|ふういんじゅつ>・<r三方封印|さんぽうふういん>	Sealing Jutsu: Triangle Seal			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29A20	NUN5_TEXTENG@0x4E40	slot	64				
T231	1	Character menus > Ultimate Jutsu name	<r飛雷神|ひらいしん>の<r術|じゅつ>	Flying Thunder God Jutsu			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29A60	NUN5_TEXTENG@0x4E60	slot	48				
T232	1	Character menus > Ultimate Jutsu name	<r砂瀑大葬|さばくたいそう>	Giant Sand Burial			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29A90	NUN5_TEXTENG@0x4E80	slot	32				
T233	1	Character menus > Ultimate Jutsu name	<r砂手裏剣|すなしゅりけん>	Sand Shuriken			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29AB0	NUN5_TEXTENG@0x4E98	slot	32				
T234	1	Character menus > Ultimate Jutsu name	<r傀儡|くぐつ>・<r影役者|かげやくしゃ>	Puppet: Shadow Actor			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29AD0	NUN5_TEXTENG@0x4EB0	slot	48				
T235	1	Character menus > Ultimate Jutsu name	<r傀儡|くぐつ>・<r廻刃天穿|かいじんてんせん>	Spinning Blade Drill of Underworld			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29B00	NUN5_TEXTENG@0x4ED0	slot	48				
T236	1	Character menus > Ultimate Jutsu name	<r黒秘技機々一発|くろひぎききいっぱつ>	Secret Black Move: Iron Maiden			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29B30	NUN5_TEXTENG@0x4F00	slot	48				
T237	1	Character menus > Ultimate Jutsu name	<r乱|みだ>れ<r扇舞|せんぶ>	Mad Fan Dance			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29B60	NUN5_TEXTENG@0x4F20	slot	32				
T238	1	Character menus > Ultimate Jutsu name	<r大|だい>カマイタチの<r術|じゅつ>	Cyclone Scythe Jutsu			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29B80	NUN5_TEXTENG@0x4F30	slot	48				
T239	1	Character menus > Ultimate Jutsu name	<r口寄|くちよ>せ・<r斬|き>り<r斬|き>り<r舞|まい>	Summoning: Blade Dance			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29BB0	NUN5_TEXTENG@0x4F50	slot	64				
T240	1	Character menus > Ultimate Jutsu name	<r八重葎|やえむぐら>の<r舞|まい>	Galium Spurium Dance			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29BF0	NUN5_TEXTENG@0x4F70	slot	48				
T241	1	Character menus > Ultimate Jutsu name	<r八重葎|やえむぐら>の<r舞|まい>２	Galium Spurium Dance 2			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29C20	NUN5_TEXTENG@0x4F90	slot	48				
T242	1	Character menus > Ultimate Jutsu name	<r鉄線花|てっせんか>の<r舞|まい>・<r花|はな>	Clematis Dance: Flower			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29C50	NUN5_TEXTENG@0x4FB0	slot	48				
T243	1	Character menus > Ultimate Jutsu name	<r口寄|くちよ>せ・<r羅生門|ラショウモン>　<r奈落|ならく>	Summoning: Rashomon, Abyss			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29C80	NUN5_TEXTENG@0x4FD0	slot	64				
T244	1	Character menus > Ultimate Jutsu name	<r口寄|くちよ>せ・<r羅生門|ラショウモン>　<r奈落|ならく>２	Summoning: Rashomon, Abyss 2			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29CC0	NUN5_TEXTENG@0x4FF0	slot	64				
T245	1	Character menus > Ultimate Jutsu name	<r左塵掌|さじんしょう>・<r右裂脚|うれつきゃく>	Left Dust Strike, Right Severing Kick			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29D00	NUN5_TEXTENG@0x11330	slot	48				
T246	1	Character menus > Ultimate Jutsu name	<r毒舌|どくぜつ>コンボ	Tongue-Lash Combo			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29D30	NUN5_TEXTENG@0x5040	slot	32				
T247	1	Character menus > Ultimate Jutsu name	<r毒舌|どくぜつ>コンボ２	Tongue-Lash Combo 2			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29D50	NUN5_TEXTENG@0x5060	slot	32				
T248	1	Character menus > Ultimate Jutsu name	<r魔笛|まてき>・<r三従葬曲|さんじゅうそうきょく>	Demon Flute: Trio Requiem			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29D70	NUN5_TEXTENG@0x5080	slot	64				
T249	1	Character menus > Ultimate Jutsu name	<r雨蜘蛛|あまグモ>	Raining Spider			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29DB0	NUN5_TEXTENG@0x50A0	slot	32				
T250	1	Character menus > Ultimate Jutsu name	<r雨蜘蛛|あまグモ>２	Raining Spider 2			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29DD0	NUN5_TEXTENG@0x50B0	slot	32				
T251	1	Character menus > Ultimate Jutsu name	<r蜘蛛戦弓|クモせんきゅう>・<r凄裂|スザク>	Spider Bow: Fierce Rip			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29DF0	NUN5_TEXTENG@0x50D0	slot	48				
T252	1	Character menus > Ultimate Jutsu name	<r土遁|どとん>・<r土陸返|どろくがえ>し	Earth Style: Terra Shield			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29E20	NUN5_TEXTENG@0x50F0	slot	48				
T253	1	Character menus > Ultimate Jutsu name	<r土遁|どとん>・<r土陸返|どろくがえ>し２	Earth Style: Terra Shield 2			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29E50	NUN5_TEXTENG@0x5110	slot	48				
T254	1	Character menus > Ultimate Jutsu name	<r羅漢拳|らかんけん>	Arhat Fist			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29E80	NUN5_TEXTENG@0x5130	slot	32				
T255	1	Character menus > Ultimate Jutsu name	<r水遁|すいとん>・<r水龍弾|すいりゅうだん>の<r術|じゅつ>	Water Style: Water Dragon Jutsu			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29EA0	NUN5_TEXTENG@0x5140	slot	64				
T256	1	Character menus > Ultimate Jutsu name	<r水遁|すいとん>・<r大瀑布|だいばくふ>の<r術|じゅつ>	Water Style: Giant Vortex Jutsu			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29EE0	NUN5_TEXTENG@0x5160	slot	64				
T257	1	Character menus > Ultimate Jutsu name	<r千殺水翔|せんさつすいしょう>	A Thousand Needles of Death			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29F20	NUN5_TEXTENG@0x5180	slot	32				
T258	1	Character menus > Ultimate Jutsu name	<r魔鏡氷晶|まきょうひょうしょう>	Crystal Ice Mirrors			seen:tid-pass-2026-07-26 paired screenshot	NA2_ETC@0x29F40	NUN5_TEXTENG@0x51A0	slot	52				
T415	1	Character Select > Linked Mode selector value	<r連係|れんけい>モード	Linked Mode			seen:replacement-pass-2-2026-07-26 paired screenshot	NA2_SLPS@0x4B4310	NUN5_TEXTENG@0x1E60	slot	24				
T416	1	Character Select > Linked Mode selector value	マニュアル	Manual			seen:replacement-pass-2-2026-07-26 paired screenshot	NA2_SLPS@0x4B4328	NUN5_SLES@0x513F10	slot	16				
T417	1	Character Select > Linked Mode selector value	オート	Auto			seen:replacement-pass-2-2026-07-26 paired screenshot	NA2_SLPS@0x504908	NUN5_SLES@0x513F18	slot	8				
