id	enabled	display_context	source	donor	prefix	replacement	display_basis	source_ref	donor_ref	mode	capacity	transform	arguments	reference_refs	parent_mapping_id
T1973	1	Practice Settings > label or running help	<r状態|じょうたい>が「<r立|た>ち・ジャンプ・<r二段|にだん>ジャンプ」に<r設定|せってい>されている<r時|とき>の<r攻撃|こうげき>パターンを<r指定|してい>できます。	Set the attack pattern for when status is set to: Stand, Jump or Double-jump.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x20AC90	NUN5_TEXTENG@0xFD90	slot	160				
T1974	1	Practice Settings > label or running help	<r状態|じょうたい>が「<r立|た>ち・ジャンプ・<r二段|にだん>ジャンプ」に<r設定|せってい>されている<r時|とき>のガードパターンを<r指定|してい>できます。	Set the guard pattern for when status is set to: Stand, Jump or Double-jump.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x20AD30	NUN5_TEXTENG@0xFDE0	slot	160				
T1975	1	Practice Settings > label or running help	<r状態|じょうたい>が「<r立|た>ち・ジャンプ・<r二段|にだん>ジャンプ」に<r設定|せってい>されている<r時|とき>の<r行動|こうどう>パターンを<r指定|してい>できます。	Set the movement pattern for when in status: Stand, Jump or Double-jump.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x20ADD0	NUN5_TEXTENG@0xFE30	slot	160				
T1976	1	Practice Settings > label or running help	<r状態|じょうたい>が「ＣＯＭ」に<r設定|せってい>されている<r時|とき>の<r変|か>わり<r身|み>の<r術|じゅつ>の<r使用頻度|しようひんど>を<r指定|してい>できます。	Set the frequency of Substitution Jutsu when in COM mode.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x20AE70	NUN5_TEXTENG@0xFE80	slot	160				
T1977	1	Practice Settings > label or running help	<r状態|じょうたい>が「<r手動|しゅどう>」<r以外|いがい>に<r設定|せってい>されている<r時|とき>の<r連係攻撃|れんけいこうげき>の<r使用頻度|しようひんど>を<r指定|してい>できます。	Set the frequency of Linked Attacks when not in Manual mode.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x20AF10	NUN5_TEXTENG@0xFEC0	slot	176				
T1978	1	Practice Settings > label or running help	<r状態|じょうたい>が「<r手動|しゅどう>」<r以外|いがい>に<r設定|せってい>されている<r時|とき>の<r追|お>い<r討|う>ち<r返|がえ>しの<r頻度|ひんど>を<r指定|してい>できます。	Set the frequency of the Extra Hit Counter when in the COM mode.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x20AFC0	NUN5_TEXTENG@0xFF00	slot	176				
T1981	1	Practice Settings > opponent setting help or value	<r対戦|たいせん><r相手|あいて>の<r状態|じょうたい>を<r指定|してい>できます。<r手動|しゅどう>では、<r別|べつ>のコントローラで<r操作|そうさ>する<r事|こと>ができます。	You can use another analog controller (DUALSHOCK®2) to input commands when in Manual mode.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x20B0C0	NUN5_TEXTENG@0xFF80	slot	176				
T1982	1	Practice Settings > opponent setting help or value	乱発	Random			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_SLPS@0x505C60	NUN5_SLES@0x514260	slot	8				
T1983	1	Practice Settings > selector value or running help	やさしい	Easy			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x209C80	NUN5_SLES@0x514220	slot	16				
T1984	1	Practice Settings > selector value or running help	むずかしい	Hard			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x209C90	NUN5_SLES@0x514230	slot	16				
T1985	1	Practice Settings > selector value or running help	使用不可	No Use			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x209CD0	NUN5_SLES@0x514258	slot	16				
T1986	1	Practice Settings > selector value or running help	ランダム	Random			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x209CE0	NUN5_SLES@0x514260	slot	16				
T1988	1	Practice Settings > selector value or running help	タイミング	Timing			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x209D00	NUN5_SLES@0x514270	slot	16				
T1989	1	Practice Settings > selector value or running help	ギリギリ	Almost			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x209D28	NUN5_SLES@0x514288	slot	16				
T1990	1	Practice Settings > selector value or running help	マニュアル	Manual			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x209D48	NUN5_SLES@0x513F10	slot	16				
T1991	1	Practice Settings > selector value or running help	ジャンプ	Jump			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x209D58	NUN5_TEXTENG@0xD935	slot	16				
T1992	1	Practice Settings > selector value or running help	二段ジャンプ	Double-jump			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x209D68	NUN5_TEXTENG@0xF38	slot	24				
T1993	1	Practice Settings > selector value or running help	飛び道具	Projectile			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x209D98	NUN5_BTL@0x1F9362	slot	16				
T1996	1	Practice Settings > selector value or running help	必ず返す	Return			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x209DF0	NUN5_SLES@0x5142C0	slot	16				
T1997	1	Practice Settings > selector value or running help	使用しない	Don't use			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x209E00	NUN5_TEXTENG@0xF248	slot	17				
T1998	1	Practice Settings > selector value or running help	「<r使用不可|しようふか>」は、<r奥義|おうぎ>が<r使|つか>えなくなるので<r注意|ちゅうい>してください。	No Use: Ultimate Jutsu cannot be used.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x209E20	NUN5_TEXTENG@0xF370	slot	112				
T1999	1	Practice Settings > selector value or running help	「ランダム」にすると<r入力勝負|にゅうりょくしょうぶ>の<r方法|ほうほう>が<r毎回変化|まいかいへんか>します。	Random: Controls change every time.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x209E90	NUN5_TEXTENG@0xF3A0	slot	112				
T2000	1	Practice Settings > selector value or running help	「コマンド」にするとボタンの<r入力勝負|にゅうりょくしょうぶ>になります。	Command: A button-pressing competition.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x209F00	NUN5_TEXTENG@0xF3D0	slot	80				
T2001	1	Practice Settings > selector value or running help	「タイミング」にするとボタンをタイミング<r良|よ>く<r押|お>す<r勝負|しょうぶ>になります。	Timing: Press the buttons in good timing.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x209F50	NUN5_TEXTENG@0xF400	slot	96				
T2002	1	Practice Settings > selector value or running help	「<r回転|かいてん>」にすると<r左|ひだり>スティック、もしくは<r右|みぎ>スティックの<r回転数勝負|かいてんすうしょうぶ>になります。	Turn: A turning competition using the left analog stick and right analog stick.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x209FB0	NUN5_TEXTENG@0xF430	slot	144				
T2003	1	Practice Settings > selector value or running help	「<r連打|れんだ>」にするとボタンの<r連打勝負|れんだしょうぶ>になります。	Combo: A button-mashing competition.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x20A040	NUN5_TEXTENG@0xF480	slot	80				
T2004	1	Practice Settings > selector value or running help	「<r通常|つうじょう>」にすると<r一定時間|いっていじかん>で<r体力|たいりょく>が<r全回復|ぜんかいふく>します。	Normal: Health recovers after a set time.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x20A0B0	NUN5_TEXTENG@0xF4B0	slot	112				
T2005	1	Practice Settings > selector value or running help	「<r半分|はんぶん>」にすると<r一定時間|いっていじかん>で<r体力|たいりょく>が<r半分|はんぶん>まで<r回復|かいふく>します。	Half: Health halfway recovers after a set time.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x20A120	NUN5_TEXTENG@0xF4E0	slot	128				
T2006	1	Practice Settings > selector value or running help	「ギリギリ」にすると<r常|つね>に<r体力|たいりょく>がギリギリの<r状態|じょうたい>になります。	Almost: Health always wavers near 0.			inferred:replacement-pass-2-2026-07-26 selector or running-help family	NA2_BTL@0x20A1A0	NUN5_TEXTENG@0xF510	slot	96				
T2007	1	Save or Load menu > data prompt or status	ロードするデータを<ruby選|えら>んでください。	Please select data to load.			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x303da0	NUN5_TEXTENG@0x29260	slot	64				
T2008	1	Save or Load menu > data prompt or status	このデータをロードしますか？	Load this data?			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x303de0	NUN5_TEXTENG@0x29280	slot	48				
T2009	1	Save or Load menu > data prompt or status	データのロードが<ruby終了|しゅうりょう>しました。	Load completed.			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x303e90	NUN5_TEXTENG@0x29310	slot	64				
T2010	1	Save or Load menu > data prompt or status	セーブする<ruby場所|ばしょ>を<ruby選|えら>んでください。	Please select where to save.			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x303f10	NUN5_TEXTENG@0x29330	slot	64				
T2012	1	Save or Load menu > data prompt or status	データのセーブが<ruby終了|しゅうりょう>しました。	Save completed.			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x303FD0	NUN5_TEXTENG@0x293F0	slot	64				
T2013	1	Save or Load menu > data prompt or status	<ruby新|あたら>しいデータを<ruby作成|さくせい>しますか？	Create new data?			seen:savestates-001-004	NA2_SLPS@0x304050	NUN5_TEXTENG@0x29410	slot	64				
T2016	1	Save or Load menu > data prompt or status	データをセーブしますか？	Save data?			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x304970	NUN5_TEXTENG@0x28fe0	slot	32				
T2017	1	Save or Load menu > data prompt or status	タイトル<ruby画面|がめん>に<ruby戻|もど>りますか？	Return to title screen?			seen:savestates-001-004	NA2_SLPS@0x304990	NUN5_TEXTENG@0x28FF0	slot	64				
T2018	1	Save or Load menu > data prompt or status	ロードできるデータがありません。	There is no data that can be loaded.			seen:savestates-001-004	NA2_SLPS@0x3049D0	NUN5_TEXTENG@0x29010	slot	48				
T2019	1	Save or Load menu > data prompt or status	<ruby壱|いち>・	1			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x304A00	NUN5_SLES@0x514980	slot	16				
T2020	1	Save or Load menu > data prompt or status	<ruby弐|に>・	2			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x304A10	NUN5_SLES@0x514984	slot	16				
T2021	1	Save or Load menu > data prompt or status	<ruby参|さん>・	3			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x304A20	NUN5_SLES@0x514988	slot	16				
T2022	1	Save or Load menu > data prompt or status	プレイ<ruby時間|じかん> 	Play Time			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x304a40	NUN5_TEXTENG@0x29038	slot	32	append_space			
T2023	1	Save or Load menu > data prompt or status	<ruby未使用|みしよう>	Empty			seen:savestates-001-004	NA2_SLPS@0x304A60	NUN5_SLES@0x514970	slot	24				
T2014	1	Save or Load menu > overwrite confirmation	<ruby上書|うわが>きすると<ruby以前|いぜん>のデータは<ruby失|うしな>われてしまいます。	Previous data will be lost if you overwrite.<br>Overwrite?			seen:tid-pass-2026-07-26 paired screenshot	NA2_SLPS@0x304090	NUN5_TEXTENG@0x29430	slot	86	split_br	part=0		
T2015	1	Save or Load menu > overwrite confirmation	<ruby上書|うわが>きしますか？	Previous data will be lost if you overwrite.<br>Overwrite?			inferred:complete-overwrite-message-family	NA2_SLPS@0x3040E6	NUN5_TEXTENG@0x29430	slot	42	split_br	part=1		
T2011	1	Save or Load menu > saving-progress message	セーブしています。	Saving to memory card (PS2) in <br>MEMORY CARD slot 1.<br>Please do not remove memory card (PS2), <br>controller, or reset/switch off the console.			seen:replacement-validation-save-progress-corruption	NA2_SLPS@0x303F50	NUN5_TEXTENG@0x29350	slot	19	split_br	part=0	NA2_SLPS@0x5030B4	
T2041	1	Save or Load menu > saving-progress message	”ＰｌａｙＳｔａｔｉｏｎ ２”<ruby専用|せんよう>メモリーカード（８ＭＢ）	Saving to memory card (PS2) in <br>MEMORY CARD slot 1.<br>Please do not remove memory card (PS2), <br>controller, or reset/switch off the console.			inferred:complete-save-progress-message-family-from-paired-screen	NA2_SLPS@0x303F63	NUN5_TEXTENG@0x29350	slot	73	split_br	part=1		
T2042	1	Save or Load menu > saving-progress message	を<ruby抜|ぬ>かないでください。	Saving to memory card (PS2) in <br>MEMORY CARD slot 1.<br>Please do not remove memory card (PS2), <br>controller, or reset/switch off the console.			inferred:complete-save-progress-message-family-from-paired-screen	NA2_SLPS@0x303FAC	NUN5_TEXTENG@0x29350	slot	36	join_br_parts	parts=2,3;join=<br>	NA2_SLPS@0x5030B4	T2011
T2035	1	Startup and save flow > memory-card prompt or status	ＭＥＭＯＲＹ ＣＡＲＤ<ruby差込口|さしこみぐち>１に<NUL>”ＰｌａｙＳｔａｔｉｏｎ ２”<ruby専用|せんよう>メモリーカード（８ＭＢ）が<NUL><ruby差|さ>されていません。	No memory card (PS2) is inserted in <br>MEMORY CARD slot 1.<br>Please insert a memory card (PS2) in<br>MEMORY CARD slot 1.			seen:savestates-100-104-and-format-captures	NA2_SLPS@0x3039E0	NUN5_TEXTENG@0x29060	sequence	160	split_br_sequence	parts=0,1,2,3		
T2036	1	Startup and save flow > memory-card prompt or status	ＭＥＭＯＲＹ ＣＡＲＤ<ruby差込口|さしこみぐち>１の<NUL>”ＰｌａｙＳｔａｔｉｏｎ ２”<ruby専用|せんよう>メモリーカード（８ＭＢ）が<NUL>フォーマットされていません。	The memory card (PS2) in <br>MEMORY CARD slot 1 is unformatted.<br>Format memory card (PS2)?			seen:savestates-100-104-and-format-captures	NA2_SLPS@0x303C40	NUN5_TEXTENG@0x291D0	sequence	160	split_br_sequence	parts=0,1		
T2037	1	Startup and save flow > memory-card prompt or status	”ＰｌａｙＳｔａｔｉｏｎ ２”<ruby専用|せんよう>メモリーカード（８ＭＢ）<NUL>をフォーマットしますか？	The memory card (PS2) in <br>MEMORY CARD slot 1 is unformatted.<br>Format memory card (PS2)?			seen:savestates-100-104-and-format-captures	NA2_SLPS@0x303CE0	NUN5_TEXTENG@0x291D0	sequence	112	split_br_sequence	parts=2		
T2038	1	Startup and save flow > memory-card prompt or status	ロードしています。	Loading from memory card (PS2).<br>Please do not remove memory card (PS2), controller, or reset/switch off the console.			seen:savestates-100-104-and-format-captures	NA2_SLPS@0x303E10	NUN5_TEXTENG@0x29290	slot	19	flatten_br_slice	start=0;end=12		
T2039	1	Startup and save flow > memory-card prompt or status	”ＰｌａｙＳｔａｔｉｏｎ ２”<ruby専用|せんよう>メモリーカード（８ＭＢ）	Loading from memory card (PS2).<br>Please do not remove memory card (PS2), controller, or reset/switch off the console.			seen:savestates-100-104-and-format-captures	NA2_SLPS@0x303E23	NUN5_TEXTENG@0x29290	slot	73	flatten_br_slice	start=13;end=83		
T2040	1	Startup and save flow > memory-card prompt or status	を<ruby抜|ぬ>かないでください。	Loading from memory card (PS2).<br>Please do not remove memory card (PS2), controller, or reset/switch off the console.			seen:savestates-100-104-and-format-captures	NA2_SLPS@0x303E6C	NUN5_TEXTENG@0x29290	slot	36	flatten_br_slice	start=84;end=116		
T2043	1	Startup and save flow > memory-card prompt or status	フォーマットしています。	Formatting memory card (PS2) in <br>MEMORY CARD slot 1.<br>Please do not remove memory card (PS2), <br>controller, or reset/switch off the console.			seen:savestates-100-104-and-format-captures	NA2_SLPS@0x304110	NUN5_TEXTENG@0x29470	slot	25	split_br	part=0	NA2_SLPS@0x5030C8	
T2044	1	Startup and save flow > memory-card prompt or status	”ＰｌａｙＳｔａｔｉｏｎ ２”<ruby専用|せんよう>メモリーカード（８ＭＢ）	Formatting memory card (PS2) in <br>MEMORY CARD slot 1.<br>Please do not remove memory card (PS2), <br>controller, or reset/switch off the console.			seen:savestates-100-104-and-format-captures	NA2_SLPS@0x304129	NUN5_TEXTENG@0x29470	slot	73	split_br	part=1		
T2045	1	Startup and save flow > memory-card prompt or status	を<ruby抜|ぬ>かないでください。	Formatting memory card (PS2) in <br>MEMORY CARD slot 1.<br>Please do not remove memory card (PS2), <br>controller, or reset/switch off the console.			seen:savestates-100-104-and-format-captures	NA2_SLPS@0x304172	NUN5_TEXTENG@0x29470	slot	46	join_br_parts	parts=2,3;join=<br>	NA2_SLPS@0x5030C8	T2043
T2046	1	Startup and save flow > memory-card prompt or status	”ＰｌａｙＳｔａｔｉｏｎ ２”<ruby専用|せんよう>メモリーカード（８ＭＢ）	Format completed.			seen:savestates-100-104-and-format-captures	NA2_SLPS@0x3041A0	NUN5_TEXTENG@0x29510	slot	73				
T2047	1	Startup and save flow > memory-card prompt or status	のフォーマットが<ruby終了|しゅうりょう>しました。	Format completed.			seen:savestates-100-104-and-format-captures	NA2_SLPS@0x3041E9	NUN5_TEXTENG@0x29510	slot	55	empty			
T2048	1	Startup and save flow > memory-card prompt or status	セーブ<ruby領域|りょういき>を<ruby作成|さくせい>しています。	Creating Naruto Shippuden: Ultimate Ninja 5 data<br>on memory card (PS2) in MEMORY CARD slot 1.<br>Please do not remove memory card (PS2),<br>controller, or reset/switch off the console.			seen:savestates-100-104-and-format-captures	NA2_SLPS@0x304250	NUN5_TEXTENG@0x29540	slot	61	split_br	part=0		
T2049	1	Startup and save flow > memory-card prompt or status	”ＰｌａｙＳｔａｔｉｏｎ ２”<ruby専用|せんよう>メモリーカード（８ＭＢ）	Creating Naruto Shippuden: Ultimate Ninja 5 data<br>on memory card (PS2) in MEMORY CARD slot 1.<br>Please do not remove memory card (PS2),<br>controller, or reset/switch off the console.			seen:savestates-100-104-and-format-captures	NA2_SLPS@0x30428D	NUN5_TEXTENG@0x29540	slot	73	split_br	part=1		
T2050	1	Startup and save flow > memory-card prompt or status	を<ruby抜|ぬ>かないでください。	Creating Naruto Shippuden: Ultimate Ninja 5 data<br>on memory card (PS2) in MEMORY CARD slot 1.<br>Please do not remove memory card (PS2),<br>controller, or reset/switch off the console.			seen:savestates-100-104-and-format-captures	NA2_SLPS@0x3042D6	NUN5_TEXTENG@0x29540	slot	42	join_br_parts	parts=2,3;join=<br>	NA2_SLPS@0x5030D4	T2048
T2051	1	Startup and save flow > memory-card prompt or status	セーブ<ruby領域|りょういき>の<ruby作成|さくせい>が<ruby終了|しゅうりょう>しました。	Naruto Shippuden: Ultimate Ninja 5 data has <br>been created on memory card (PS2) in <br>MEMORY CARD slot 1.			seen:savestates-100-104-and-format-captures	NA2_SLPS@0x304300	NUN5_TEXTENG@0x29600	slot	96			NA2_SLPS@0x5030D8	
T2052	1	Startup and save flow > memory-card prompt or status	このゲームのセーブ<ruby領域|りょういき>が<ruby作|つく>られていません。	No Naruto Shippuden: Ultimate Ninja 5 data found <br>on memory card (PS2) in MEMORY CARD slot 1. <br>Create new Naruto Shippuden: Ultimate Ninja 5 data?			seen:savestates-100-104-and-format-captures	NA2_SLPS@0x3043C0	NUN5_TEXTENG@0x296A0	slot	71	join_br_parts	parts=0,1;join=<br>	NA2_SLPS@0x5030E0	
T2053	1	Startup and save flow > memory-card prompt or status	セーブ<ruby領域|りょういき>を<ruby作|つく>りますか？	No Naruto Shippuden: Ultimate Ninja 5 data found <br>on memory card (PS2) in MEMORY CARD slot 1. <br>Create new Naruto Shippuden: Ultimate Ninja 5 data?			seen:savestates-100-104-and-format-captures	NA2_SLPS@0x304407	NUN5_TEXTENG@0x296A0	slot	57	split_br	part=2		
T2054	1	Startup and save flow > memory-card prompt or status	このゲームのデータがありません。	No Naruto Shippuden: Ultimate Ninja 5 data <br>found on memory card (PS2) in <br>MEMORY CARD slot 1. Please insert <br>memory card (PS2) with <br>Naruto Shippuden: Ultimate Ninja 5 data.			seen:savestates-100-104-and-format-captures	NA2_SLPS@0x304440	NUN5_TEXTENG@0x29740	slot	48			NA2_SLPS@0x5030E4	
T2055	1	Startup and save flow > memory-card prompt or status	ＭＥＭＯＲＹ ＣＡＲＤ<ruby差込口|さしこみぐち>１に<NUL>”ＰｌａｙＳｔａｔｉｏｎ ２”<ruby専用|せんよう>メモリーカード（８ＭＢ）が<NUL><ruby差|さ>されていません。<NUL>このゲームのデータをセーブするには<NUL>１０３ＫＢ<ruby以上|いじょう>の<ruby空|あ>き<ruby容量|ようりょう>が<ruby必要|ひつよう>です。<NUL>このままで<ruby開始|かいし>しますか？	No memory card (PS2) is inserted.<br>Please insert a memory card (PS2) in MEMORY CARD slot 1.<br>At least 102 KB of free space is necessary to save Naruto Shippuden: Ultimate Ninja 5 data. Start the game anyway?			seen:savestates-100-104-and-format-captures	NA2_SLPS@0x3046A0	NUN5_TEXTENG@0x29A10	sequence	336	split_br_sequence	parts=0,1,2		
