id	offset_hex	slot_capacity	source_japanese	chosen_translation	notes	enabled
ETC_0174	0x2B898	28	オルゴール	Music Box	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0175	0x2BB60	32	<r悲|かな>しみと<r怒|いか>り	Sadness and Anger	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0176	0x2BB80	32	ナルトの<r決意|けつい>	Naruto's Resolve	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0177	0x2BBA0	32	<r激情|げきじょう>	Passion	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0178	0x2BBC0	32	<r二人|ふたり>の<r繋|つな>がり	Two Bonds	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0179	0x2BBE0	32	<r再会|さいかい>…そして…	Reunion... And...	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0180	0x2BC00	32	サクラの<r約束|やくそく>	Sakura's Promise	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0181	0x2BC20	16	<r決意|けつい>	Resolve	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0182	0x2BC30	24	<r負|ま>けん<r気|き>	Fighting Spirit	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0183	0x2BC48	24	ナルトのために	For Naruto	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0184	0x2BC60	32	いつも<r通|どお>り	As Always	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0185	0x2BC80	48	<r初|はじ>めての<r一言|ひとこと>	First Words	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0186	0x2BCB0	48	<r狙|ねら>ったキャラ<r位置|いち>	Target Position	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0187	0x2BCE0	32	<r冷|つめ>たい<r言葉|ことば>	Cold Words	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0188	0x2BD00	32	<r感情|かんじょう>	Emotion	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0189	0x2BD20	32	<r確|たし>かめたいもの	What I Want to Know	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0190	0x2BD40	32	カカシの<r本気|ほんき>	Kakashi Serious	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0191	0x2BD60	48	<r成長|せいちょう>への<r喜|よろこ>び	Joy of Growth	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0192	0x2BD90	48	ナルトの<r気持|きも>ち・<r壱|いち>	Naruto's Feelings 1	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0193	0x2BDC0	48	ナルトの<r気持|きも>ち・<r弐|に>	Naruto's Feelings 2	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0194	0x2BDF0	32	<r正|ただ>しき<r道|みち>へ	To the Right Path	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0195	0x2BE10	48	“<r暁|あかつき>”を<r前|まえ>に	Facing Akatsuki	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0196	0x2BE40	48	<r偽者|にせもの>との<r遭遇|そうぐう>	Fake Encounter	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0197	0x2BE70	48	<r勝利|しょうり>の<r確信|かくしん>	Certain Victory	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0198	0x2BEA0	32	<r近距離戦|きんきょりせん>	Close Combat	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0199	0x2BEC0	32	<r揺|ゆ>るぎない<r自信|じしん>	Unshakable Confidence	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0200	0x2BEE0	32	<r修業不足|しゅぎょうぶそく>？	Need More Training?	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0201	0x2BF00	32	<r勝利|しょうり>！	Victory!	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0202	0x2BF20	32	<r真剣勝負|しんけんしょうぶ>！	Serious Match!	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0203	0x2BF40	32	<r青春|せいしゅん>とは！	What Is Youth!	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0204	0x2BF60	32	<r感激|かんげき>！	Moved!	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0205	0x2BF80	32	つっこみ<r役|やく>	Straight Man	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0206	0x2BFA0	32	テンテンの<r自信|じしん>	Tenten's Confidence	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0207	0x2BFC0	32	<r勝負開始|しょうぶかいし>	Battle Start	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0208	0x2BFE0	32	ちょっと<r感心|かんしん>	A Bit Impressed	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0209	0x2C000	32	<r川|かわ>の<r国|くに>へ！！	To the Land of Rivers!!	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0210	0x2C020	32	<r獣|けもの>レベル…？	Beast Level...?	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0211	0x2C040	40	<r高揚|こうよう>する<r心|こころ>！！	Rising Excitement!!	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0212	0x2C068	24	さすがオレ！！	That's Me!!	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0213	0x2C080	40	<r謎|なぞ>の<r忍現|しのびあらわ>る	Mysterious Ninja	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0214	0x2C0C0	48	<r面倒|めんどう>くささ<r満点|まんてん>	Total Drag	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0215	0x2C0F0	32	<r男|おとこ>の<r意地|いじ>	Manly Pride	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0216	0x2C110	48	<r明晰|めいせき>な<r頭脳|ずのう>	Sharp Mind	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0217	0x2C140	32	ポッチャリ<r系|けい>	Chubby Type	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0218	0x2C160	32	<r強力|ごうりき>チョウジ	Powerful Choji	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0219	0x2C180	32	シカマルとの<r連係|れんけい>	Teamwork with Shikamaru	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0220	0x2C1A0	32	<r準備万端|じゅんびばんたん>	All Ready	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0221	0x2C1C0	32	<r旧知|きゅうち>の<r仲|なか>	Old Friends	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0222	0x2C1E0	32	いの<r登場|とうじょう>	Ino Appears	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0223	0x2C200	48	<r久々|ひさびさ>の<r対面|たいめん>	Reunion After Long	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0224	0x2C230	32	サクラと<r共闘|きょうとう>？	Team Up with Sakura?	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0225	0x2C250	32	チョウジと<r連係|れんけい>	Teamwork with Choji	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0226	0x2C270	32	<r自信満々|じしんまんまん>	Full Confidence	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0227	0x2C290	32	<r戦闘|せんとう>へ	To Battle	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0228	0x2C2B0	32	<r優|やさ>しい<r言葉|ことば>	Kind Words	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0229	0x2C2D0	32	<r感謝|かんしゃ>	Thanks	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0230	0x2C2F0	32	アスマの<r意地|いじ>	Asuma's Pride	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0231	0x2C310	32	<r新|あら>たな<r手|て>	A New Move	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0232	0x2C330	32	ナルトとの<r再会|さいかい>	Reunion with Naruto	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0233	0x2C350	32	<r大|おお>きくなった？	Grown Up?	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0234	0x2C370	32	ヒナタが<r倒|たお>れて	Hinata Falls	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0235	0x2C390	24	ヒナタを<r守|まも>って	Protect Hinata	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0236	0x2C410	32	<r静|しず>かなる<r自信|じしん>	Quiet Confidence	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0237	0x2C430	32	<r微|かす>かな<r安心|あんしん>	Faint Relief	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0238	0x2C450	32	ナルトを<r見|み>かけて	Spotting Naruto	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0239	0x2C470	32	<r戦闘前|せんとうまえ>	Before Battle	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0240	0x2C490	32	つのる<r心配|しんぱい>	Growing Worry	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0241	0x2C4B0	32	ナルトの<r助太刀|すけだち>	Naruto Helps	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0242	0x2C4D0	48	<r感謝|かんしゃ>の<r言葉|ことば>	Words of Thanks	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0243	0x2C500	32	<r幻術使|げんじゅつつか>い	Genjutsu User	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0244	0x2C520	32	アスマと<r共闘|きょうとう>	Team Up with Asuma	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0245	0x2C540	32	<r共|とも>に…！	Together...!	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0246	0x2C560	32	<r肩透|かたす>かし	Letdown	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0247	0x2C580	48	<r不注意厳禁|ふちゅういげんきん>	No Carelessness	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0248	0x2C5B0	32	<r風影|かぜかげ>として	As Kazekage	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0249	0x2C5D0	48	<r空虚|くうきょ>な<r世界|せかい>で	In an Empty World	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0250	0x2C600	32	<r存在|そんざい>	Existence	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0251	0x2C620	32	<r新|あたら>しい<r自分|じぶん>	New Self	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0252	0x2C640	24	<r弟|おとうと>のために	For My Brother	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0253	0x2C658	24	<r驚|おどろ>き	Surprise	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0254	0x2C670	48	<r滲|にじ>み<r出|で>る<r悔|くや>しさ	Leaking Frustration	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0255	0x2C6A0	32	<r自慢|じまん>の<r傀儡|くぐつ>	Proud Puppet	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0256	0x2C6C0	32	<r姉|あね>と<r共|とも>に	With My Sister	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0257	0x2C6E0	48	<r風|かぜ>の<r使|つか>い<r手|て>	Wind User	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0258	0x2C710	32	<r我愛羅|ガアラ>の<r前|まえ>で	Before Gaara	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0259	0x2C730	32	<r手加減|てかげん>	Holding Back	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0260	0x2C750	32	<r姉|あね>の<r喜|よろこ>び	Sister's Joy	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0261	0x2C770	32	<r邂逅|かいこう>	Encounter	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0262	0x2C790	24	<r忠告|ちゅうこく>	Warning	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0263	0x2C7A8	24	<r余裕|よゆう>	Composure	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0264	0x2C7C0	48	<r九尾|きゅうび>の<r人柱力|じんちゅうりき>	Nine-Tails Jinchuriki	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0265	0x2C7F0	48	<r強者|きょうしゃ>の<r男|おとこ>	Strong Man	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0266	0x2C820	48	<r珍獣|ちんじゅう>との<r再会|さいかい>	Reunion with Beast	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0267	0x2C850	32	<r獣|けもの>レベル	Beast Level	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0268	0x2C870	48	<r襲|おそ>い<r掛|か>かる<r鬼鮫|キサメ>	Kisame Attacks	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0269	0x2C8A0	48	<r高揚|こうよう>する<r心|こころ>	Rising Excitement	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0270	0x2C8D0	32	<r苛立|いらだ>ち	Irritation	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0271	0x2C8F0	48	<r一尾|いちび>の<r人柱力|じんちゅうりき>	One-Tail Jinchuriki	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0272	0x2C920	32	<r刺激|しげき>を<r求|もと>めて	Seeking Excitement	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0273	0x2C940	32	<r変|か>わり<r者|もの>	Oddball	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0274	0x2C960	32	デイダラの<r挑発|ちょうはつ>	Deidara's Taunt	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0275	0x2C980	16	<r予告|よこく>	Notice	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0276	0x2C9C0	32	<r最後|さいご>の<r喜|よろこ>び	Final Joy	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0277	0x2C9E0	32	<r砂|すな>と<r木|こ>ノ<r葉|は>	Sand and Leaf	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0278	0x2CA00	32	<r最後|さいご>のお<r願|ねが>い	Last Request	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0279	0x2CA20	32	サソリの<r性格|せいかく>	Sasori's Nature	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0280	0x2CA40	48	<r三代目風影|さんだいめかぜかげ>	Third Kazekage	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0281	0x2CA70	32	<r自分傀儡|じぶんくぐつ>	Self Puppet	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0282	0x2CA90	32	<r止|と>まる<r傀儡|くぐつ>	Stopped Puppet	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0283	0x2CAB0	48	<r自来也|じらいや>の<r魅力|みりょく>？	Jiraiya's Charm?	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0284	0x2CAE0	32	<r取材|しゅざい>	Research	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0285	0x2CB00	32	<r因縁|いんねん>のケリ	End of a Grudge	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0286	0x2CB20	32	<r高笑|たかわら>い	Loud Laugh	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0287	0x2CB40	40	<r三忍|さんにん>の<r実力|じつりょく>	Sannin Power	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0288	0x2CB68	24	<r監視|かんし>	Watch	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0289	0x2CB80	32	<r決着|けっちゃく>の<r時|とき>	Time to Settle	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0290	0x2CBA0	48	<r綱手|ツナデ>の<r性格|せいかく>	Tsunade's Nature	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0291	0x2CBD0	32	<r五代目火影|ごだいめほかげ>	Fifth Hokage	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0292	0x2CBF0	32	<r綱手|ツナデ>と<r組手|くみて>	Spar with Tsunade	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0293	0x2CC10	32	<r本領発揮|ほんりょうはっき>	True Power	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0294	0x2CC30	32	<r付|つ>き<r人|びと>シズネ	Attendant Shizune	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0295	0x2CC50	40	<r医療忍者|いりょうにんじゃ>として	As a Medical Ninja	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0296	0x2CC78	24	おめでとう！	Congrats!	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0297	0x2CC90	32	<r代行|だいこう>の<r男|おとこ>	Substitute Man	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0298	0x2CCB0	16	チームワーク	Teamwork	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0299	0x2CCC0	48	<r共通|きょうつう>の<r目的|もくてき>	Common Goal	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0300	0x2CCF0	32	<r軽|かる>い<r挑発|ちょうはつ>	Light Taunt	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0301	0x2CD10	32	<r行動|こうどう>あるのみ	Act Now	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0302	0x2CD30	48	<r大蛇丸|オロチまる><r現|あらわ>る	Orochimaru Appears	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0303	0x2CD60	32	<r挑発|ちょうはつ>	Taunt	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0304	0x2CD80	32	<r二人|ふたり>の<r対比|たいひ>	Two Contrasts	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0305	0x2CDA0	32	<r通告|つうこく>	Notice	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0306	0x2CDC0	48	<r五年|ごねん>ぶりの<r再会|さいかい>	Reunion After 5 Years	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0307	0x2CDF0	32	<r共感|きょうかん>	Sympathy	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0308	0x2CE10	32	カブトの<r挑発|ちょうはつ>	Kabuto's Taunt	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0309	0x2CE30	32	<r感心|かんしん>	Impressed	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0310	0x2CE50	32	サスケの<r存在|そんざい>	Sasuke's Existence	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0311	0x2CE80	16	<r気|き>まぐれ	Whim	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0312	0x2CE90	32	<r愚|おろ>かなること	Foolishness	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0313	0x2CEB0	32	<r兄|あに>との<r繋|つな>がり	Bond with Brother	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0314	0x2CED0	52	<r目障|めざわ>りな<r存在|そんざい>	Eyesore	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0315	0x2D950	40	<r紅班勢揃|くれないはんせいぞろ>い	Team Kurenai Assembles	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0316	0x2D9D0	24	いのシカチョウトリオ	Ino-Shika-Cho Trio	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0317	0x2DA30	32	ナルトの<r帰郷|ききょう>	Naruto Returns	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0318	0x2DA70	40	<r風影|かぜかげ>の<r闘|たたか>い	Kazekage Battle	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0319	0x2DAE0	48	<r木|こ>ノ<r葉|は>の<r白|しろ>い<r牙|きば>！？	White Fang of Leaf!?	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0320	0x2DB80	40	“<r暁|あかつき>”の<r目的|もくてき>	Akatsuki Goal	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0321	0x2DC30	40	<r傀儡師|くぐつし>の<r激闘|げきとう>	Puppeteer Battle	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0322	0x2DCA0	40	<r突然|とつぜん>の<r襲撃|しゅうげき>！	Sudden Attack!	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0323	0x2DDA0	24	シミュレーション	Simulation	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0324	0x2DE70	40	<r人外|じんがい>の<r闘|たたか>い	Inhuman Battle	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0325	0x2DF50	40	<r運命|うんめい>の<r再会|さいかい>	Fated Reunion	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0326	0x2DFF0	48	<r漆黒|しっこく>に<r浮|う>かぶ<r影|かげ>	Shadow in Black	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0336	0x2EE50	32	<r対戦相手|たいせんあいて>	Opponent	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0327	0x2F2A0	48	<r人形|にんぎょう>を<r購入|こうにゅう>します。	Buy figures.	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0328	0x2F2D0	48	<r奥義|おうぎ>を<r購入|こうにゅう>します。	Buy Ultimates.	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0329	0x2F300	48	<r音楽|おんがく>を<r購入|こうにゅう>します。	Buy music.	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0330	0x2F330	48	<r音声|おんせい>を<r購入|こうにゅう>します。	Buy voices.	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0331	0x2F360	64	<r案内忍|あんないにん>を<r購入|こうにゅう>します。	Buy guide ninja.	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0332	0x2F3A0	80	<r購入|こうにゅう>するキャラクターを<r選択|せんたく>してください。	Choose a character to buy.	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0333	0x2F500	80	<color080860>ショップ<color000000>を<r終了|しゅうりょう>しますか？	Quit Shop?	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0334	0x2F6F0	48	ハズレくじを<r引|ひ>いてしまいました…。	You drew a losing ticket...	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
ETC_0335	0x2F8B0	48	<r残念|ざんねん>、はずれてしまいました。	Too bad, you missed.	ASCII in-place ETC apply from previous v4b reference table; no ETC growth/no relocation	yes
