"id"	"file"	"offset_hex"	"old_slot_capacity_bytes"	"source_japanese"	"previous_release_english"	"proposed_translation"	"notes"
"BTL_0185"	"BTL.BIN"	"0x208C30"	"10"	"<r対戦|たいせん>を<r終了|しゅうりょう>する"	"End Versus"	""	""
"BTL_0186"	"BTL.BIN"	"0x208CA8"	"6"	"キャンセル"	"Cancel"	""	""
"BTL_0187"	"BTL.BIN"	"0x208CF0"	"8"	"<r対戦|たいせん>"	"Versus:"	""	""
"BTL_0188"	"BTL.BIN"	"0x208D10"	"10"	"<r練習|れんしゅう>"	"Practice:"	""	""
"BTL_0189"	"BTL.BIN"	"0x208D30"	"33"	"を<r終了|しゅうりょう>しますが、よろしいですか？.<iconCANCEL>キャンセル"	"End this mode?.<iconCANCEL>Cancel"	""	""
"BTL_0190"	"BTL.BIN"	"0x208D80"	"14"	"を<r終了|しゅうりょう>して"	"End and go to"	""	""
"BTL_0191"	"BTL.BIN"	"0x208DA0"	"18"	"キャラクター<r選択|せんたく>"	"Character Select."	""	""
"BTL_0192"	"BTL.BIN"	"0x208DC0"	"13"	"ゲームモード<r選択|せんたく>"	"Mode Select."	""	""
"BTL_0193"	"BTL.BIN"	"0x208DE0"	"9"	"ヒーローモード"	"Hero Mode"	""	""
"BTL_0194"	"BTL.BIN"	"0x208DF0"	"22"	"に<r戻|もど>りますが、.よろしいですか？　　　　<iconCANCEL>キャンセル"	"OK?.<iconCANCEL>Cancel"	""	""
"BTL_0195"	"BTL.BIN"	"0x208E60"	"59"	"ナルティメットアクセル<r独特|どくとく>の<r操作|そうさ>を.<r分|わ>かりやすく<r表示|ひょうじ>する<r為|ため>の<r機能|きのう>です。"	"Shows Accel-specific controls in an easy-to-understand way."	""	""
"BTL_0196"	"BTL.BIN"	"0x208EE0"	"9"	"アイテム<r名|めい>"	"Item Name"	""	""
"BTL_0197"	"BTL.BIN"	"0x208F00"	"5"	"<r所持数|しょじすう>"	"Owned"	""	""
"BTL_0198"	"BTL.BIN"	"0x208F20"	"4"	"<r使用数|しようすう>"	"Used"	""	""
"BTL_0199"	"BTL.BIN"	"0x208F40"	"12"	"<r空|あき>ストック<r数|すう>"	"Empty Stocks"	""	""
"BTL_0200"	"BTL.BIN"	"0x208F70"	"9"	"チャクラゲージ<r壱以上|いちいじょう>"	"Chakra 1+"	""	""
"BTL_0201"	"BTL.BIN"	"0x208FA0"	"9"	"チャクラゲージ<r弐以上|にいじょう>"	"Chakra 2+"	""	""
"BTL_0202"	"BTL.BIN"	"0x208FD0"	"8"	"チャクラゲージ<r参|さん>"	"Chakra 3"	""	""
"BTL_0203"	"BTL.BIN"	"0x208FF0"	"12"	"<r地上|ちじょう><r投|な>げ"	"Ground Throw"	""	""
"BTL_0204"	"BTL.BIN"	"0x209010"	"9"	"<r空中|くうちゅう><r投|な>げ"	"Air Throw"	""	""
"BTL_0205"	"BTL.BIN"	"0x209030"	"11"	"ジャンプ<r中|ちゅう>に"	"During Jump"	""	""
"BTL_0206"	"BTL.BIN"	"0x209050"	"11"	"チャクラ<r消費|しょうひ>"	"Uses Chakra"	""	""
"BTL_0207"	"BTL.BIN"	"0x209070"	"12"	"<r当|あ>て<r身技|みわざ>"	"Counter Move"	""	""
"BTL_0208"	"BTL.BIN"	"0x209090"	"9"	"<r連打技|れんだわざ>"	"Mash Move"	""	""
"BTL_0209"	"BTL.BIN"	"0x2090B0"	"11"	"<r溜|た>め<r技|わざ>"	"Charge Move"	""	""
"BTL_0210"	"BTL.BIN"	"0x2090D0"	"13"	"<r空中|くうちゅう><r連打技|れんだわざ>"	"Air Mash Move"	""	""
"BTL_0211"	"BTL.BIN"	"0x209100"	"15"	"<r空中|くうちゅう><r溜|た>め<r技|わざ>"	"Air Charge Move"	""	""
"BTL_0212"	"BTL.BIN"	"0x209130"	"21"	"チャクラ<r消費|しょうひ>／<r当|あ>て<r身技|みわざ>"	"Uses Chakra / Counter"	""	""
"BTL_0213"	"BTL.BIN"	"0x209170"	"20"	"チャクラ<r消費|しょうひ>／<r溜|た>め<r技|わざ>"	"Uses Chakra / Charge"	""	""
"BTL_0214"	"BTL.BIN"	"0x2091A0"	"18"	"チャクラ<r消費|しょうひ>／<r連打技|れんだわざ>"	"Uses Chakra / Mash"	""	""
"BTL_0215"	"BTL.BIN"	"0x2091D0"	"16"	"<r溜|た>め<r技|わざ>　<r弱|じゃく>"	"Charge Move Weak"	""	""
"BTL_0216"	"BTL.BIN"	"0x209200"	"18"	"<r溜|た>め<r技|わざ>　<r強|きょう>"	"Charge Move Strong"	""	""
"BTL_0217"	"BTL.BIN"	"0x209230"	"8"	"／<r空中可|くうちゅうか>"	"/ Air OK"	""	""
"BTL_0218"	"BTL.BIN"	"0x209250"	"17"	"／<r通常奥義|つうじょうおうぎ>"	"/ Normal Ultimate"	""	""
"BTL_0219"	"BTL.BIN"	"0x209270"	"19"	"／<r逆転奥義|ぎゃくてんおうぎ>"	"/ Comeback Ultimate"	""	""
"BTL_0220"	"BTL.BIN"	"0x209290"	"20"	"／<r覚醒奥義|かくせいおうぎ>"	"/ Awakening Ultimate"	""	""
"BTL_0221"	"BTL.BIN"	"0x2092B0"	"15"	"／<r連係奥義|れんけいおうぎ>"	"/ Team Ultimate"	""	""
"BTL_0222"	"BTL.BIN"	"0x209330"	"13"	"（ジャンプ<r中|ちゅう>）"	"(During Jump)"	""	""
"BTL_0223"	"BTL.BIN"	"0x209350"	"15"	"（<r相手|あいて>の<r前|まえ>で）"	"(Near Opponent)"	""	""
"BTL_0224"	"BTL.BIN"	"0x209380"	"14"	"<r後側方向|うしろがわほうこう>キー"	"Back Direction"	""	""
"BTL_0225"	"BTL.BIN"	"0x2093B0"	"22"	"（<r相手|あいて>の<r攻撃|こうげき>の<r当|あ>たる<r瞬間|しゅんかん>）"	"(As enemy attack hits)"	""	""
"BTL_0226"	"BTL.BIN"	"0x209400"	"23"	"（<r投|な>げられた<r時|とき>、<r叩|たた>き<r付|つ>けられる<r瞬間|しゅんかん>）"	"(When thrown / slammed)"	""	""
"BTL_0227"	"BTL.BIN"	"0x209450"	"27"	"（<r吹|ふ>っ<r飛|と>ばした<r方向|ほうこう>の<r方向|ほうこう>キー）"	"(Direction enemy was blown)"	""	""
"BTL_0228"	"BTL.BIN"	"0x2094A0"	"30"	"（<r相手|あいて>の<r追|お>い<r討|う>ち<r攻撃|こうげき>が<r当|あ>たる<r瞬間|しゅんかん>）"	"(As enemy pursuit attack hits)"	""	""
"BTL_0229"	"BTL.BIN"	"0x209500"	"14"	"（しばらく<r押|お>す）"	"(Hold briefly)"	""	""
"BTL_0230"	"BTL.BIN"	"0x209520"	"11"	"（<r地上|ちじょう>で）"	"(On ground)"	""	""
"BTL_0231"	"BTL.BIN"	"0x209540"	"35"	"（<r高速移動|こうそくいどう>の<r相殺中|そうさいちゅう>や<r攻撃|こうげき>の<r相殺中|そうさいちゅう>）"	"(During high-speed or attack clash)"	""	""
"BTL_0232"	"BTL.BIN"	"0x2095B0"	"48"	"（マニュアル：<r出現後|しゅつげんご>もう<r一度|いちど><r押|お>すと<r攻撃|こうげき>）"	"(Manual: press again after it appears to attack)"	""	""
"BTL_0233"	"BTL.BIN"	"0x209650"	"11"	"<r連係攻撃|れんけいこうげき>"	"Team Attack"	""	""
"BTL_0234"	"BTL.BIN"	"0x209670"	"11"	"アイテム<r選択|せんたく>"	"Item Select"	""	""
"BTL_0235"	"BTL.BIN"	"0x209690"	"8"	"アイテム<r使用|しよう>"	"Use Item"	""	""
"BTL_0236"	"BTL.BIN"	"0x2096A8"	"4"	"ジャンプ"	"Jump"	""	""
"BTL_0237"	"BTL.BIN"	"0x2096C0"	"11"	"<r二段|にだん>ジャンプ"	"Double Jump"	""	""
"BTL_0238"	"BTL.BIN"	"0x2096E0"	"15"	"<r高速移動|こうそくいどう>"	"High-Speed Move"	""	""
"BTL_0239"	"BTL.BIN"	"0x209700"	"8"	"<r飛|と>び<r退|の>き"	"Backstep"	""	""
"BTL_0240"	"BTL.BIN"	"0x209720"	"32"	"<r変|か>わり<r身|み>の<r術|じゅつ>（チャクラ<r消費|しょうひ>）"	"Substitution Jutsu (uses chakra)"	""	""
"BTL_0241"	"BTL.BIN"	"0x209760"	"5"	"<r受|う>け<r身|み>"	"Ukemi"	""	""
"BTL_0242"	"BTL.BIN"	"0x209780"	"7"	"<r追|お>い<r討|う>ち"	"Pursuit"	""	""
"BTL_0243"	"BTL.BIN"	"0x2097A0"	"15"	"<r追|お>い<r討|う>ち<r返|がえ>し"	"Pursuit Counter"	""	""
"BTL_0244"	"BTL.BIN"	"0x2097D0"	"13"	"チャクラをためる"	"Charge Chakra"	""	""
"BTL_0245"	"BTL.BIN"	"0x2097F0"	"5"	"<r挑発|ちょうはつ>"	"Taunt"	""	""
"BTL_0246"	"BTL.BIN"	"0x209810"	"14"	"<r奥|おく>へ<r軸移動|じくいどう>"	"Axis Move Away"	""	""
"BTL_0247"	"BTL.BIN"	"0x209840"	"14"	"<r手前|てまえ>へ<r軸移動|じくいどう>"	"Axis Move Near"	""	""
"BTL_0248"	"BTL.BIN"	"0x209870"	"11"	"ガード<r崩|くず>し"	"Guard Break"	""	""
"BTL_0249"	"BTL.BIN"	"0x209890"	"18"	"<r残影追|ざんえいお>い<r討|う>ち"	"Afterimage Pursuit"	""	""
"BTL_0250"	"BTL.BIN"	"0x209C80"	"4"	"やさしい"	"Easy"	""	""
"BTL_0251"	"BTL.BIN"	"0x209C90"	"4"	"むずかしい"	"Hard"	""	""
"BTL_0252"	"BTL.BIN"	"0x209CD0"	"3"	"使用不可"	"Off"	""	""
"BTL_0253"	"BTL.BIN"	"0x209CE0"	"6"	"ランダム"	"Random"	""	""
"BTL_0254"	"BTL.BIN"	"0x209CF0"	"7"	"コマンド"	"Command"	""	""
"BTL_0255"	"BTL.BIN"	"0x209D00"	"6"	"タイミング"	"Timing"	""	""
"BTL_0256"	"BTL.BIN"	"0x209D28"	"5"	"ギリギリ"	"Close"	""	""
"BTL_0257"	"BTL.BIN"	"0x209D48"	"6"	"マニュアル"	"Manual"	""	""
"BTL_0258"	"BTL.BIN"	"0x209D58"	"4"	"ジャンプ"	"Jump"	""	""
"BTL_0259"	"BTL.BIN"	"0x209D68"	"11"	"二段ジャンプ"	"Double Jump"	""	""
"BTL_0260"	"BTL.BIN"	"0x209D98"	"5"	"飛び道具"	"Proj."	""	""
"BTL_0261"	"BTL.BIN"	"0x209DA8"	"8"	"高速移動"	"Hi-Speed"	""	""
"BTL_0262"	"BTL.BIN"	"0x209DE0"	"4"	"動かない"	"Idle"	""	""
"BTL_0263"	"BTL.BIN"	"0x209DF0"	"6"	"必ず返す"	"Always"	""	""
"BTL_0264"	"BTL.BIN"	"0x209E00"	"10"	"使用しない"	"Do Not Use"	""	""
"BTL_0265"	"BTL.BIN"	"0x209E20"	"42"	"「<r使用不可|しようふか>」は、<r奥義|おうぎ>が<r使|つか>えなくなるので<r注意|ちゅうい>してください。"	"If set to ""Off"", Ultimates cannot be used."	""	""
"BTL_0266"	"BTL.BIN"	"0x209E90"	"55"	"「ランダム」にすると<r入力勝負|にゅうりょくしょうぶ>の<r方法|ほうほう>が<r毎回変化|まいかいへんか>します。"	"If set to ""Random"", the input battle changes each time."	""	""
"BTL_0267"	"BTL.BIN"	"0x209F00"	"54"	"「コマンド」にするとボタンの<r入力勝負|にゅうりょくしょうぶ>になります。"	"If set to ""Command"", it becomes a button input battle."	""	""
"BTL_0268"	"BTL.BIN"	"0x209F50"	"54"	"「タイミング」にするとボタンをタイミング<r良|よ>く<r押|お>す<r勝負|しょうぶ>になります。"	"If set to ""Timing"", press the button with good timing."	""	""
"BTL_0269"	"BTL.BIN"	"0x209FB0"	"67"	"「<r回転|かいてん>」にすると<r左|ひだり>スティック、もしくは<r右|みぎ>スティックの<r回転数勝負|かいてんすうしょうぶ>になります。"	"If set to ""Rotate"", it becomes a left/right stick rotation contest."	""	""
"BTL_0270"	"BTL.BIN"	"0x20A040"	"54"	"「<r連打|れんだ>」にするとボタンの<r連打勝負|れんだしょうぶ>になります。"	"If set to ""Mash"", it becomes a button-mashing contest."	""	""
"BTL_0271"	"BTL.BIN"	"0x20A0B0"	"59"	"「<r通常|つうじょう>」にすると<r一定時間|いっていじかん>で<r体力|たいりょく>が<r全回復|ぜんかいふく>します。"	"If set to ""Normal"", health fully recovers after a set time."	""	""
"BTL_0272"	"BTL.BIN"	"0x20A120"	"62"	"「<r半分|はんぶん>」にすると<r一定時間|いっていじかん>で<r体力|たいりょく>が<r半分|はんぶん>まで<r回復|かいふく>します。"	"If set to ""Half"", health recovers up to half after a set time."	""	""
"BTL_0273"	"BTL.BIN"	"0x20A1A0"	"57"	"「ギリギリ」にすると<r常|つね>に<r体力|たいりょく>がギリギリの<r状態|じょうたい>になります。"	"If set to ""Close"", health always stays barely above zero."	""	""
"BTL_0274"	"BTL.BIN"	"0x20A210"	"4"	"対戦時間"	"Time"	""	""
"BTL_0275"	"BTL.BIN"	"0x20A220"	"5"	"アイテム出現"	"Items"	""	""
"BTL_0276"	"BTL.BIN"	"0x20A230"	"6"	"チャクラ"	"Chakra"	""	""
"BTL_0277"	"BTL.BIN"	"0x20A240"	"8"	"ハンディキャップ"	"Handicap"	""	""
"BTL_0278"	"BTL.BIN"	"0x20A280"	"39"	"<r方向|ほうこう>キー<r左右|さゆう>で<r対戦時間|たいせんじかん>の<r変更|へんこう>ができます。"	"Press Left/Right to change battle time."	""	""
"BTL_0279"	"BTL.BIN"	"0x20A2E0"	"40"	"<r方向|ほうこう>キー<r左右|さゆう>でＣＯＭの<r強|つよ>さを<r変更|へんこう>できます。"	"Press Left/Right to change COM strength."	""	""
"BTL_0280"	"BTL.BIN"	"0x20A340"	"97"	"<r方向|ほうこう>キー<r左右|さゆう>でアイテムの<r出現率|しゅつげんりつ>が<r変更|へんこう>できます。　　　　　<r多|おお>めにすると、いつもよりゲーム<r中|ちゅう>に<r出現|しゅつげん>するアイテムの<r数|かず>が<r多|おお>くなります。"	"Press Left/Right to change item spawn rate. Higher settings make more items appear during battle."	""	""
"BTL_0281"	"BTL.BIN"	"0x20A430"	"89"	"<r方向|ほうこう>キー<r左右|さゆう>で<r忍術|にんじゅつ>などを<r使用|しよう>した<r時|とき>に、チャクラが<r減|へ>るか<r減|へ>らないかを<r設定|せってい>できます。"	"Press Left/Right to set whether chakra decreases when using Ninjutsu and similar actions."	""	""
"BTL_0282"	"BTL.BIN"	"0x20A4D0"	"62"	"<r方向|ほうこう>キー<r左右|さゆう>で<r奥義|おうぎ>の<r入力勝負|にゅうりょくしょうぶ>の<r切|き>り<r替|か>えなどが<r設定|せってい>できます。"	"Press Left/Right to switch the Ultimate input battle settings."	""	""
"BTL_0283"	"BTL.BIN"	"0x20A560"	"84"	"<r方向|ほうこう>キー<r左右|さゆう>でハンディキャップの<r設定|せってい>ができます。　　　　　<r赤|あか>いマークが<r多|おお>いほど、１Ｐが<r有利|ゆうり>。<r逆|ぎゃく>に<r青|あお>いマークが<r多|おお>いと２Ｐが<r有利|ゆうり>な<r設定|せってい>です。"	"Press Left/Right to set handicap. More red marks favor 1P; more blue marks favor 2P."	""	""
"BTL_0284"	"BTL.BIN"	"0x20A680"	"36"	"<r対戦設定|たいせんせってい>をデフォルトに<r戻|もど>しました。"	"Battle settings restored to default."	""	""
"BTL_0285"	"BTL.BIN"	"0x20A748"	"8"	"連係攻撃"	"Team Atk"	""	""
"BTL_0286"	"BTL.BIN"	"0x20A758"	"9"	"連係モード"	"Team Mode"	""	""
"BTL_0287"	"BTL.BIN"	"0x20A768"	"11"	"コマンド表示"	"Cmd Display"	""	""
"BTL_0288"	"BTL.BIN"	"0x20A778"	"11"	"ダメージ量表示"	"Dmg Display"	""	""
"BTL_0289"	"BTL.BIN"	"0x20A788"	"5"	"案内忍音声"	"Voice"	""	""
"BTL_0290"	"BTL.BIN"	"0x20A798"	"12"	"変わり身の術"	"Substitution"	""	""
"BTL_0291"	"BTL.BIN"	"0x20A7A8"	"11"	"追い討ち返し"	"Pursuit Ctr"	""	""
"BTL_0292"	"BTL.BIN"	"0x20A810"	"44"	"<r方向|ほうこう>キー<r左右|さゆう>でプレイヤーの<r体力|たいりょく>の<r状態|じょうたい>を<r設定|せってい>することができます。"	"Press Left/Right to set player health state."	""	""
"BTL_0293"	"BTL.BIN"	"0x20A890"	"49"	"<r方向|ほうこう>キー<r左右|さゆう>でチャクラが<r減|へ>るか<r減|へ>らないかを<r設定|せってい>できます。"	"Press Left/Right to set whether chakra decreases."	""	""
"BTL_0294"	"BTL.BIN"	"0x20A900"	"49"	"<r方向|ほうこう>キー<r左右|さゆう>でプレイヤーの<r連係|れんけい>ゲージの<r溜|た>まり<r方|かた>を<r設定|せってい>することができます。"	"Press Left/Right to set how the team gauge fills."	""	""
"BTL_0295"	"BTL.BIN"	"0x20A990"	"55"	"<r方向|ほうこう>キー<r左右|さゆう>で<r連係|れんけい>の<r発動|はつどう>の<r仕方|しかた>を<r設定|せってい>することができます。"	"Press Left/Right to set how team attacks are activated."	""	""
"BTL_0296"	"BTL.BIN"	"0x20AA10"	"45"	"<r方向|ほうこう>キー<r左右|さゆう>でアイテムの<r出現頻度|しゅつげんひんど>を<r設定|せってい>できます。"	"Press Left/Right to set item spawn frequency."	""	""
"BTL_0297"	"BTL.BIN"	"0x20AA80"	"49"	"<r方向|ほうこう>キー<r左右|さゆう>でコマンドの<r表示|ひょうじ>をするか、しないかの<r設定|せってい>ができます。"	"Press Left/Right to show or hide command display."	""	""
"BTL_0298"	"BTL.BIN"	"0x20AAF0"	"62"	"<r方向|ほうこう>キー<r左右|さゆう>で<r相手|あいて>に<r対|たい>するダメージ<r量|りょう>の<r表示|ひょうじ>をするか、しないかの<r設定|せってい>ができます。"	"Press Left/Right to show or hide damage dealt to the opponent."	""	""
"BTL_0299"	"BTL.BIN"	"0x20AB90"	"55"	"<r方向|ほうこう>キー<r左右|さゆう>でプラクティス<r中|ちゅう>の<r案内忍音声|あんないにんおんせい>の<r設定|せってい>をすることができます。"	"Press Left/Right to set the practice guide ninja voice."	""	""
"BTL_0300"	"BTL.BIN"	"0x20AC20"	"42"	"<r状態|じょうたい>が「ＣＯＭ」に<r設定|せってい>されている<r時|とき>の<r強|つよ>さを<r指定|してい>できます。"	"Set COM strength when State is set to COM."	""	""
"BTL_0301"	"BTL.BIN"	"0x20AC90"	"61"	"<r状態|じょうたい>が「<r立|た>ち・ジャンプ・<r二段|にだん>ジャンプ」に<r設定|せってい>されている<r時|とき>の<r攻撃|こうげき>パターンを<r指定|してい>できます。"	"Set attack pattern when State is Stand, Jump, or Double Jump."	""	""
"BTL_0302"	"BTL.BIN"	"0x20AD30"	"60"	"<r状態|じょうたい>が「<r立|た>ち・ジャンプ・<r二段|にだん>ジャンプ」に<r設定|せってい>されている<r時|とき>のガードパターンを<r指定|してい>できます。"	"Set guard pattern when State is Stand, Jump, or Double Jump."	""	""
"BTL_0303"	"BTL.BIN"	"0x20ADD0"	"63"	"<r状態|じょうたい>が「<r立|た>ち・ジャンプ・<r二段|にだん>ジャンプ」に<r設定|せってい>されている<r時|とき>の<r行動|こうどう>パターンを<r指定|してい>できます。"	"Set behavior pattern when State is Stand, Jump, or Double Jump."	""	""
"BTL_0304"	"BTL.BIN"	"0x20AE70"	"45"	"<r状態|じょうたい>が「ＣＯＭ」に<r設定|せってい>されている<r時|とき>の<r変|か>わり<r身|み>の<r術|じゅつ>の<r使用頻度|しようひんど>を<r指定|してい>できます。"	"Set Substitution frequency when State is COM."	""	""
"BTL_0305"	"BTL.BIN"	"0x20AF10"	"51"	"<r状態|じょうたい>が「<r手動|しゅどう>」<r以外|いがい>に<r設定|せってい>されている<r時|とき>の<r連係攻撃|れんけいこうげき>の<r使用頻度|しようひんど>を<r指定|してい>できます。"	"Set Team Attack frequency when State is not Manual."	""	""
"BTL_0306"	"BTL.BIN"	"0x20AFC0"	"55"	"<r状態|じょうたい>が「<r手動|しゅどう>」<r以外|いがい>に<r設定|せってい>されている<r時|とき>の<r追|お>い<r討|う>ち<r返|がえ>しの<r頻度|ひんど>を<r指定|してい>できます。"	"Set Pursuit Counter frequency when State is not Manual."	""	""
"BTL_0307"	"BTL.BIN"	"0x20B0C0"	"68"	"<r対戦|たいせん><r相手|あいて>の<r状態|じょうたい>を<r指定|してい>できます。<r手動|しゅどう>では、<r別|べつ>のコントローラで<r操作|そうさ>する<r事|こと>ができます。"	"Set opponent state. In Manual, control them with another controller."	""	""
"BTL_0308"	"BTL.BIN"	"0x20B170"	"55"	"<r対戦|たいせん><r相手|あいて>の<r状態|じょうたい>を<r指定|してい>できます。ＣＯＭでは、コンピュータと<r対戦|たいせん>する<r事|こと>ができます。"	"Set opponent state. In COM, fight against the computer."	""	""
"BTL_0309"	"BTL.BIN"	"0x20B210"	"69"	"<r対戦|たいせん><r相手|あいて>の<r状態|じょうたい>を<r指定|してい>できます。<r立|た>ちでは、<r立|た>った<r状態|じょうたい>で<r下記|かき>で<r指定|してい>した<r行動|こうどう>をします。"	"Set opponent state. Stand makes them stand and use the actions below."	""	""
"BTL_0310"	"BTL.BIN"	"0x20B2D0"	"67"	"<r対戦|たいせん><r相手|あいて>の<r状態|じょうたい>を<r指定|してい>できます。ジャンプでは、ジャンプしながら<r下記|かき>で<r指定|してい>した<r行動|こうどう>をします。"	"Set opponent state. Jump makes them jump and use the actions below."	""	""
"BTL_0311"	"BTL.BIN"	"0x20B380"	"81"	"<r対戦|たいせん><r相手|あいて>の<r状態|じょうたい>を<r指定|してい>できます。<r二段|にだん>ジャンプでは、<r二段|にだん>ジャンプしながら<r下記|かき>で<r指定|してい>した<r行動|こうどう>をします。"	"Set opponent state. Double Jump makes them double-jump and use the actions below."	""	""
"BTL_0312"	"BTL.BIN"	"0x20B468"	"12"	"対戦相手の設定"	"Opponent Set"	""	""
"BTL_0313"	"BTL.BIN"	"0x20B4D0"	"38"	"<r練習設定|れんしゅうせってい>をデフォルトに<r戻|もど>しました。"	"Practice settings restored to default."	""	""
"BTL_0314"	"BTL.BIN"	"0x20B7F8"	"7"	"連係攻撃"	"TeamAtk"	""	""
